locus_tag	ftype	length_bp	gene	EC_number	COG	product
ON107264_00089	CDS	192				unannotated protein
ON107264_00090	CDS	264				unannotated protein
ON107264_00091	CDS	549				unannotated protein
ON107264_00092	CDS	180				unannotated protein
ON107264_00093	CDS	408				unannotated protein
ON107264_00094	CDS	348				unannotated protein
ON107264_00095	CDS	126				unannotated protein
ON107264_00096	CDS	363				unannotated protein
ON107264_00097	CDS	348				unannotated protein
ON107264_00098	CDS	396				unannotated protein
ON107264_00099	CDS	723				unannotated protein
ON107264_00100	CDS	2361				unannotated protein
ON107264_00101	CDS	183				unannotated protein
ON107264_00102	CDS	588				unannotated protein
ON107264_00103	CDS	522				unannotated protein
ON107264_00104	CDS	372				unannotated protein
ON107264_00105	CDS	243				unannotated protein
ON107264_00106	CDS	429				unannotated protein
ON107264_00107	CDS	450				unannotated protein
ON107264_00108	CDS	246				unannotated protein
ON107264_00109	CDS	129				unannotated protein
ON107264_00110	CDS	306				unannotated protein
ON107264_00111	CDS	216				unannotated protein
ON107264_00112	CDS	417				unannotated protein
ON107264_00113	CDS	840				unannotated protein
ON107264_00114	CDS	1020				unannotated protein
ON107264_00115	CDS	732				unannotated protein
ON107264_00116	CDS	291				unannotated protein
ON107264_00117	CDS	354				unannotated protein
ON107264_00118	CDS	189				unannotated protein
ON107264_00119	CDS	213				unannotated protein
ON107264_00120	CDS	306				unannotated protein
ON107264_00121	CDS	417				unannotated protein
ON107264_00122	CDS	423				unannotated protein
ON107264_00123	CDS	384				unannotated protein
ON107264_00124	CDS	219				unannotated protein
ON107264_00125	CDS	165				unannotated protein
ON107264_00126	CDS	252				unannotated protein
ON107264_00127	CDS	285				unannotated protein
ON107264_00128	CDS	600				unannotated protein
ON107264_00129	CDS	147				unannotated protein
ON107264_00130	CDS	2082				unannotated protein
ON107264_00131	CDS	840				unannotated protein
ON107264_00132	CDS	882				unannotated protein
ON107264_00133	CDS	891				unannotated protein
ON107264_00134	CDS	252				unannotated protein
ON107264_00135	CDS	534				unannotated protein
ON107264_00136	CDS	1803				unannotated protein
ON107264_00137	CDS	459				unannotated protein
ON107264_00138	CDS	459				unannotated protein
ON107264_00139	CDS	579				unannotated protein
ON107264_00140	CDS	534				unannotated protein
ON107264_00141	CDS	360				unannotated protein
ON107264_00142	CDS	312				unannotated protein
ON107264_00143	CDS	333				unannotated protein
ON107264_00144	CDS	684				unannotated protein
ON107264_00145	CDS	1812				unannotated protein
ON107264_00146	CDS	615				unannotated protein
ON107264_00147	CDS	123				unannotated protein
ON107264_00148	CDS	1116				unannotated protein
ON107264_00149	CDS	252				unannotated protein
ON107264_00150	CDS	393				unannotated protein
ON107264_00151	CDS	1104				unannotated protein
ON107264_00152	CDS	1935				unannotated protein
ON107264_00153	CDS	312				unannotated protein
ON107264_00154	CDS	666				unannotated protein
ON107264_00155	CDS	2643				unannotated protein
ON107264_00156	CDS	762				unannotated protein
ON107264_00157	CDS	6885				unannotated protein
ON107264_00158	CDS	627				unannotated protein
ON107264_00159	CDS	411				unannotated protein
ON107264_00160	CDS	357				unannotated protein
ON107264_00161	CDS	183				unannotated protein
ON107264_00162	CDS	1005				unannotated protein
ON107264_00163	CDS	423				unannotated protein
ON107264_00164	CDS	489				unannotated protein
ON107264_00165	CDS	192				unannotated protein
ON107264_00166	CDS	351				unannotated protein
ON107264_00167	CDS	1218				unannotated protein
ON107264_00168	CDS	357				unannotated protein
ON107264_00169	CDS	228				unannotated protein
ON107264_00170	CDS	510				unannotated protein
ON107264_00171	CDS	798				unannotated protein
ON107264_00172	CDS	711				unannotated protein
ON107264_00173	CDS	507				unannotated protein
ON107264_00174	CDS	651				unannotated protein
ON107264_00175	CDS	255				unannotated protein
ON107264_00176	CDS	396				unannotated protein
ON107264_00177	CDS	471				unannotated protein
ON107264_00178	CDS	1017				unannotated protein
ON107264_00179	CDS	537				unannotated protein
ON107264_00180	CDS	1437				unannotated protein
ON107264_00181	CDS	1521				unannotated protein
ON107264_00182	CDS	1770				unannotated protein
ON107264_00183	CDS	921				unannotated protein
ON107264_00184	CDS	525				unannotated protein
ON107264_00185	CDS	372				unannotated protein
ON107264_00186	CDS	456				unannotated protein
ON107264_00187	CDS	1200				unannotated protein
ON107264_00188	CDS	210				unannotated protein
ON107264_00189	CDS	276				unannotated protein
ON107264_00190	CDS	696				unannotated protein
ON107264_00191	CDS	903				unannotated protein
ON107264_00192	CDS	1878				unannotated protein
ON107264_00193	CDS	180				unannotated protein
ON107264_00194	CDS	120				unannotated protein
ON107264_00195	CDS	381				unannotated protein
