locus_tag	ftype	length_bp	gene	EC_number	COG	product
NC_007581_00143	CDS	1353				unannotated protein
NC_007581_00144	CDS	399				unannotated protein
NC_007581_00145	CDS	159				unannotated protein
NC_007581_00146	CDS	1164				unannotated protein
NC_007581_00147	CDS	660				unannotated protein
NC_007581_00148	CDS	756				unannotated protein
NC_007581_00149	CDS	396				unannotated protein
NC_007581_00150	CDS	555				unannotated protein
NC_007581_00151	CDS	801				unannotated protein
NC_007581_00152	CDS	198				unannotated protein
NC_007581_00153	CDS	387				unannotated protein
NC_007581_00154	CDS	930				unannotated protein
NC_007581_00155	CDS	291				unannotated protein
NC_007581_00156	CDS	765				unannotated protein
NC_007581_00157	CDS	840				unannotated protein
NC_007581_00158	CDS	528				unannotated protein
NC_007581_00159	CDS	615				unannotated protein
NC_007581_00160	CDS	1194				unannotated protein
NC_007581_00161	CDS	417				unannotated protein
NC_007581_00162	CDS	528				unannotated protein
NC_007581_00163	CDS	1053				unannotated protein
NC_007581_00164	CDS	603				unannotated protein
NC_007581_00165	CDS	1572				unannotated protein
NC_007581_00166	CDS	147				unannotated protein
NC_007581_00167	CDS	1578				unannotated protein
NC_007581_00168	CDS	1743				unannotated protein
NC_007581_00169	CDS	825				unannotated protein
NC_007581_00170	CDS	723				unannotated protein
NC_007581_00171	CDS	1482				unannotated protein
NC_007581_00172	CDS	402				unannotated protein
NC_007581_00173	CDS	696				unannotated protein
NC_007581_00174	CDS	288				unannotated protein
NC_007581_00175	CDS	1164				unannotated protein
NC_007581_00176	CDS	660				unannotated protein
NC_007581_00177	CDS	831				unannotated protein
NC_007581_00178	CDS	1065				unannotated protein
NC_007581_00179	CDS	1677				unannotated protein
NC_007581_00180	CDS	315				unannotated protein
NC_007581_00181	CDS	1461				unannotated protein
NC_007581_00182	CDS	420				unannotated protein
NC_007581_00183	CDS	291				unannotated protein
NC_007581_00184	CDS	1779				unannotated protein
NC_007581_00185	CDS	597				unannotated protein
NC_007581_00186	CDS	1080				unannotated protein
NC_007581_00187	CDS	753				unannotated protein
NC_007581_00188	CDS	180				unannotated protein
NC_007581_00189	CDS	720				unannotated protein
NC_007581_00190	CDS	1077				unannotated protein
NC_007581_00191	CDS	246				unannotated protein
NC_007581_00192	CDS	633				unannotated protein
NC_007581_00193	CDS	177				unannotated protein
NC_007581_00194	CDS	1866				unannotated protein
NC_007581_00195	CDS	618				unannotated protein
NC_007581_00196	CDS	330				unannotated protein
NC_007581_00197	CDS	189				unannotated protein
NC_007581_00198	CDS	312				unannotated protein
NC_007581_00199	CDS	552				unannotated protein
