# seqname1 seqname2 %id nid denomid %match nmatch denommatch
MT836071  MZ422438   36.51    656   1797  81.61   1638   2007
MT836071  NC_030940  35.29    595   1686  76.08   1527   2007
MT836071  ON107264   53.75    974   1812  94.68   1780   1880
MT836071  ON470608   29.63    440   1485  64.27   1304   2029
MT836071  ON470622   30.03    446   1485  64.35   1305   2028
MT836071  OQ555808   27.04    381   1409  61.96   1246   2011
MT836602  MT837010   36.50    473   1296  61.84   1128   1824
MT836602  MZ422438   34.18    566   1656  73.08   1458   1995
MT836602  NC_030940  52.66    872   1656  96.82   1644   1698
MT836602  ON107264   37.80    626   1656  72.97   1463   2005
MT836602  ON470608   25.93    385   1485  57.52   1147   1994
MT836602  ON470622   24.71    367   1485  61.24   1193   1948
MT836602  OQ555808   25.05    353   1409  57.91   1124   1941
MT837010  MZ422438   35.80    464   1296  55.04   1098   1995
MT837010  NC_030940  30.94    401   1296  61.19   1132   1850
MT837010  ON107264   36.34    471   1296  54.24   1093   2015
MT837010  ON470608   26.77    347   1296  54.41    980   1801
MT837010  ON470622   22.69    294   1296  47.61    897   1884
MT837010  OQ555808   19.98    259   1296  45.74    849   1856
MZ422438  NC_030940  30.90    521   1686  74.76   1490   1993
MZ422438  ON107264   37.56    675   1797  80.00   1604   2005
MZ422438  ON470608   27.88    414   1485  60.65   1239   2043
MZ422438  ON470622   25.86    384   1485  61.20   1246   2036
MZ422438  OQ555808   22.43    316   1409  58.16   1179   2027
NC_030940 ON107264   34.99    590   1686  73.94   1487   2011
NC_030940 ON470608   26.87    399   1485  59.51   1183   1988
NC_030940 ON470622   25.93    385   1485  61.62   1209   1962
NC_030940 OQ555808   25.83    364   1409  58.64   1144   1951
ON107264  ON470608   29.83    443   1485  66.18   1313   1984
ON107264  ON470622   29.29    435   1485  64.60   1294   2003
ON107264  OQ555808   26.83    378   1409  62.10   1234   1987
ON470608  ON470622   22.69    337   1485  56.15   1068   1902
ON470608  OQ555808   23.70    334   1409  55.51   1033   1861
ON470622  OQ555808   41.23    581   1409  80.65   1292   1602
