# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	19335	20417	+	HOJJEM_00120		Minor tail protein	SO:0001217, UniParc:UPI00052A25F3, UniRef:UniRef100_A0A0A0RRL4, UniRef:UniRef50_E0YQI7, UniRef:UniRef90_E0YQI7
contig_1	cds	20424	20732	+	HOJJEM_00125		Minor tail protein	SO:0001217, UniRef:UniRef50_V5UPU4, UniRef:UniRef90_A0A0A0RMC3
contig_1	cds	20732	23164	+	HOJJEM_00130		Minor tail protein	SO:0001217, UniRef:UniRef50_E0YQI9, UniRef:UniRef90_E0YQI9
contig_1	cds	23176	24189	+	HOJJEM_00135		Minor tail protein	SO:0001217, UniRef:UniRef50_A0A286MR98, UniRef:UniRef90_E0YQJ0
contig_1	cds	24271	24642	+	HOJJEM_00140		Mtd-N domain-containing protein	SO:0001217, UniRef:UniRef50_A8WA16, UniRef:UniRef90_E0YQJ1
contig_1	cds	24661	26316	+	HOJJEM_00145		Lysin A	SO:0001217, UniRef:UniRef50_A0A7R7MZQ6, UniRef:UniRef90_E0YQJ2
contig_1	cds	26325	27185	+	HOJJEM_00150		Lysin B	SO:0001217, UniRef:UniRef50_A0A7V8RXQ5, UniRef:UniRef90_E0YQJ3
contig_1	cds	27196	27636	+	HOJJEM_00155		Holin	SO:0001217, UniRef:UniRef50_A0A1X9SH58
contig_1	cds	27633	27977	+	HOJJEM_00160		PRTRC system protein E	SO:0001217, UniParc:UPI000B94695E, UniRef:UniRef100_A0A222Z301, UniRef:UniRef90_E0YPT8
contig_1	cds	27974	28246	+	HOJJEM_00165		DUF4880 domain-containing protein	SO:0001217, UniRef:UniRef50_I6WIR9, UniRef:UniRef90_A0A222ZSB3
contig_1	cds	28233	29441	+	HOJJEM_00170		Exonuclease	SO:0001217, UniRef:UniRef50_A0A0R3FDT9, UniRef:UniRef90_E0YQJ7
contig_1	cds	29632	30063	+	HOJJEM_00175		Helix-turn-helix DNA binding domain protein	SO:0001217, UniRef:UniRef50_V5UQS7, UniRef:UniRef90_E0YQJ8
contig_1	cds	30060	30413	+	HOJJEM_00180		DUF1273 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6M3SYP7, UniRef:UniRef90_A0A3G8FRV8
contig_1	cds	30489	31178	+	HOJJEM_00185		DUF4379 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A411B5G0
contig_1	cds	31293	31691	+	HOJJEM_00190		Head-to-tail adaptor	SO:0001217, UniRef:UniRef50_V5UQ99, UniRef:UniRef90_A0A2P1JYY1
contig_1	cds	31797	32651	+	HOJJEM_00195		Queuine tRNA-ribosyltransferase	SO:0001217, UniParc:UPI000D1FFA39, UniRef:UniRef100_A0A2P1JZ16, UniRef:UniRef50_A0A0D1LC73, UniRef:UniRef90_A0A2P1JZ16
contig_1	cds	33373	34461	+	HOJJEM_00200		Tyrosine integrase	SO:0001217, UniRef:UniRef50_A0A0A7S362, UniRef:UniRef90_E0YQK3
contig_1	cds	34563	35402	-	HOJJEM_00205		Transmembrane protein	SO:0001217, UniRef:UniRef50_E0YQK4, UniRef:UniRef90_A0A0A0RU84
contig_1	cds	35492	35869	-	HOJJEM_00210		Immunity repressor	SO:0001217, UniRef:UniRef50_E0YQK5
contig_1	cds	36285	36551	+	HOJJEM_00215		HTH-17 domain-containing protein	SO:0001217, UniRef:UniRef50_E0YQK7
contig_1	cds	36553	36894	+	HOJJEM_00220	fliJ	Flagellar export protein FliJ	SO:0001217, UniRef:UniRef50_A0A222ZMK2, UniRef:UniRef90_A0A2P1JYZ3
contig_1	cds	37063	37230	+	HOJJEM_00225		Membrane domain protein	SO:0001217, UniRef:UniRef50_E0YQK9, UniRef:UniRef90_A0A0A0RU88
contig_1	cds	37227	37439	+	HOJJEM_00230		Fe-S cluster protein	SO:0001217, UniRef:UniRef50_A0A6M3SZD0, UniRef:UniRef90_A0A2P1JYZ9
contig_1	cds	37436	38227	+	HOJJEM_00235		Helix-turn-helix DNA binding protein	SO:0001217, UniRef:UniRef50_A0A222ZMD0, UniRef:UniRef90_A0A8F3IKJ4
contig_1	cds	38224	38487	+	HOJJEM_00240		4Fe-4S Wbl-type domain-containing protein	KEGG:K18955, SO:0001217, UniRef:UniRef50_A0A8F8U7L9, UniRef:UniRef90_A0A068F9E1
contig_1	cds	38484	39428	+	HOJJEM_00245		Zf-TFIIB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5J6TLD9, UniRef:UniRef90_A0A2P1JZ01
contig_1	cds	39440	39610	+	HOJJEM_00250		Lipoprotein	SO:0001217, UniParc:UPI001C771A9F, UniRef:UniRef100_A0A8F0FQ09, UniRef:UniRef50_V5URM7, UniRef:UniRef90_E0YQL4
contig_1	cds	39649	39999	+	HOJJEM_00255		Lipoprotein	SO:0001217, UniRef:UniRef50_V5UQU7, UniRef:UniRef90_E0YQL5
contig_1	cds	39996	40376	+	HOJJEM_00260		DUF222 domain-containing protein	SO:0001217, UniParc:UPI00052AB0A5, UniRef:UniRef100_A0A0A0RM34, UniRef:UniRef50_E0YQL6, UniRef:UniRef90_A0A8F0FQ11
contig_1	cds	40377	40655	+	HOJJEM_00265		Head-to-tail connector protein	SO:0001217, UniParc:UPI00052A3E9F, UniRef:UniRef100_A0A0A0RRN5, UniRef:UniRef90_E0YPW0
contig_1	cds	40652	40846	+	HOJJEM_00270		Minor tail protein	SO:0001217, UniParc:UPI00052A230B, UniRef:UniRef100_A0A0A0RME6, UniRef:UniRef50_E0YQL8, UniRef:UniRef90_A0A8F0FQB1
contig_1	cds	40857	41411	+	HOJJEM_00275		DnaE-like DNA polymerase III	SO:0001217, UniRef:UniRef50_R4JCA0, UniRef:UniRef90_E0YQL9
contig_1	cds	41411	41677	+	HOJJEM_00280		DUF5666 domain-containing protein	SO:0001217, UniRef:UniRef50_E0YQM1, UniRef:UniRef90_E0YQM1
contig_1	cds	41674	41994	+	HOJJEM_00285		Cell wall synthesis protein Wag31	SO:0001217, UniParc:UPI00052AFB1F, UniRef:UniRef100_A0A0A0RM38, UniRef:UniRef50_E0YQM2, UniRef:UniRef90_E0YQM2
contig_1	cds	41991	42155	+	HOJJEM_00290		Minor tail protein	SO:0001217, UniRef:UniRef50_A0A076G5T3
contig_1	cds	42152	43039	+	HOJJEM_00295		Exonuclease	SO:0001217, UniRef:UniRef50_Q9ZX21, UniRef:UniRef90_E0YQM4
contig_1	cds	43036	43236	+	HOJJEM_00300		MBL fold metallo-hydrolase	SO:0001217, UniRef:UniRef50_V5UQC4, UniRef:UniRef90_A0A5J6TLE7
contig_1	cds	43290	43769	+	HOJJEM_00305		Lysis protein	SO:0001217, UniRef:UniRef50_G1FFB4, UniRef:UniRef90_E0YQM6
contig_1	cds	43766	43981	+	HOJJEM_00310		HNH endonuclease	SO:0001217, UniParc:UPI00052AF02A, UniRef:UniRef100_A0A0A0RM43, UniRef:UniRef50_V5UQV7, UniRef:UniRef90_G3MCL4
contig_1	cds	43981	44100	+	HOJJEM_00315		Ferredoxin	SO:0001217, UniParc:UPI00052A8661, UniRef:UniRef100_A0A0A0RRP2, UniRef:UniRef50_V5UP59, UniRef:UniRef90_G3MCL5
contig_1	cds	44048	44164	+	HOJJEM_00320		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_G1BPR8, UniRef:UniRef90_G1BPR8
contig_1	cds	44183	44692	+	HOJJEM_00325		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A7I9Y3Y0, UniRef:UniRef90_A0A068F5D4
contig_1	cds	44794	45039	+	HOJJEM_00330		NrdH-like glutaredoxin	SO:0001217, UniRef:UniRef50_A0A0F6WF70, UniRef:UniRef90_A0A1I9S4A4
contig_1	cds	45036	45407	+	HOJJEM_00335		HNH endonuclease	SO:0001217, UniRef:UniRef50_Q9ZX11, UniRef:UniRef90_E0YQN2
contig_1	cds	45449	48067	+	HOJJEM_00340		DNA primase/helicase	SO:0001217, UniRef:UniRef50_V5UP62
contig_1	cds	48067	48423	+	HOJJEM_00345		HNH endonuclease	SO:0001217, UniRef:UniRef50_A0A222ZSH3
contig_1	cds	48476	49174	+	HOJJEM_00350		RusA-like resolvase	SO:0001217, UniParc:UPI000D2016B5, UniRef:UniRef100_A0A8F0K6L8, UniRef:UniRef90_G1FFC1
contig_1	cds	49167	49628	+	HOJJEM_00355		Head-to-tail adaptor	SO:0001217, UniRef:UniRef50_A0A6M3SWW6, UniRef:UniRef90_A0A2P1JZ79
contig_1	cds	49625	50737	+	HOJJEM_00360		Peptidase	SO:0001217, UniRef:UniRef50_V5UQW5
contig_1	cds	50749	50982	+	HOJJEM_00365		Head-to-tail connector protein	SO:0001217, UniRef:UniRef50_A0A5J6TI96, UniRef:UniRef90_G3MCM5
contig_1	cds	50979	51251	+	HOJJEM_00370		DUF4258 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A076G5I5, UniRef:UniRef90_A0A8F0K890
contig_1	cds	51365	51550	+	HOJJEM_00375		Methyltransferase	SO:0001217, UniRef:UniRef50_A0A222ZMH3, UniRef:UniRef90_A0A222ZMH3
contig_1	cds	51599	51853	+	HOJJEM_00380		WhiA-N domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8F3EAI2, UniRef:UniRef90_A0A2P1JZ18
contig_1	cds	51931	52209	+	HOJJEM_00385		Sel1 repeat family protein	SO:0001217, UniRef:UniRef50_G3MCM8
contig_1	cds	52295	52426	+	HOJJEM_00390		hypothetical protein	
contig_1	cds	52423	53316	+	HOJJEM_00395		Helix-turn-helix DNA binding domain protein	SO:0001217, UniRef:UniRef50_A0A088FV61
contig_1	cds	53313	53687	+	HOJJEM_00400		DUF2797 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5J6TKH8
contig_1	cds	53681	54046	+	HOJJEM_00405		Helix-turn-helix DNA binding domain protein	SO:0001217, UniRef:UniRef50_A0A059VLD0, UniRef:UniRef90_A0A068F4E9
contig_1	cds	54061	54237	+	HOJJEM_00410		Nitrite reductase	SO:0001217, UniParc:UPI000321E391, UniRef:UniRef100_A0A068F3C8, UniRef:UniRef50_V5UP75, UniRef:UniRef90_A0A068F3C8
contig_1	cds	54234	54386	+	HOJJEM_00415		Phage tail protein	SO:0001217, UniRef:UniRef50_E0YQP6, UniRef:UniRef90_E0YQP6
contig_1	cds	54498	55685	+	HOJJEM_00420		3'-phosphate/5'-hydroxy nucleic acid ligase	SO:0001217, UniRef:UniRef50_A0A385D546
contig_1	cds	55685	56083	+	HOJJEM_00425		DUF1273 domain-containing protein	SO:0001217, UniRef:UniRef50_E0YQP8, UniRef:UniRef90_E0YQP8
contig_1	cds	56083	56634	+	HOJJEM_00430		Minor tail protein	SO:0001217, UniRef:UniRef50_A0A5J6TSK2
contig_1	cds	56627	57196	+	HOJJEM_00435	ligA	LigA protein	SO:0001217, UniRef:UniRef50_V5UP78
contig_1	cds	57193	57354	+	HOJJEM_00440		Helix-turn-helix DNA binding domain protein	SO:0001217, UniRef:UniRef50_A0A2Z5HBT0, UniRef:UniRef90_A0A0A0RND1
contig_1	cds	57522	58337	+	HOJJEM_00445		hypothetical protein	
contig_1	cds	58369	58566	+	HOJJEM_00450		HicB-like antitoxin	SO:0001217, UniRef:UniRef50_V5UQY4
contig_1	cds	58689	58904	+	HOJJEM_00455		HicA-like toxin	SO:0001217, UniRef:UniRef50_A0A076GBP6, UniRef:UniRef90_A0A0A0RMH0
contig_1	cds	59050	59469	+	HOJJEM_00460		HNH endonuclease	SO:0001217, UniRef:UniRef50_A0A5J6TN10
contig_1	cds	59693	59878	+	HOJJEM_00465		hypothetical protein	
contig_1	cds	60314	61336	+	HOJJEM_00470		RNA-directed DNA polymerase	SO:0001217, UniRef:UniRef50_A0A7I9YT12
contig_1	cds	61743	61973	+	HOJJEM_00475		Head-to-tail connector protein	SO:0001217, UniRef:UniRef50_E0YQQ6
contig_1	cds	61967	62152	+	HOJJEM_00480		Transposase	SO:0001217, UniRef:UniRef50_E0YQQ7, UniRef:UniRef90_A0A0A0RM72
contig_1	cds	62149	62451	+	HOJJEM_00485		HNH endonuclease	SO:0001217, UniRef:UniRef50_A0A1A0KMW5, UniRef:UniRef90_A0A1D8EVQ7
contig_1	cds	62417	62632	-	HOJJEM_00490		hypothetical protein	
