locus_tag	ftype	length_bp	gene	EC_number	COG	product
LC680885_00144	CDS	1311				unannotated protein
LC680885_00145	CDS	153				unannotated protein
LC680885_00146	CDS	333				unannotated protein
LC680885_00147	CDS	1503				unannotated protein
LC680885_00148	CDS	825				unannotated protein
LC680885_00149	CDS	1182				unannotated protein
LC680885_00150	CDS	708				unannotated protein
LC680885_00151	CDS	738				unannotated protein
LC680885_00152	CDS	573				unannotated protein
LC680885_00153	CDS	927				unannotated protein
LC680885_00154	CDS	933				unannotated protein
LC680885_00155	CDS	1332				unannotated protein
LC680885_00156	CDS	420				unannotated protein
LC680885_00157	CDS	2283				unannotated protein
LC680885_00158	CDS	897				unannotated protein
LC680885_00159	CDS	894				unannotated protein
LC680885_00160	CDS	390				unannotated protein
LC680885_00161	CDS	339				unannotated protein
LC680885_00162	CDS	336				unannotated protein
LC680885_00163	CDS	828				unannotated protein
LC680885_00164	CDS	552				unannotated protein
LC680885_00165	CDS	432				unannotated protein
LC680885_00166	CDS	372				unannotated protein
LC680885_00167	CDS	534				unannotated protein
LC680885_00168	CDS	3555				unannotated protein
LC680885_00169	CDS	180				unannotated protein
LC680885_00170	CDS	1737				unannotated protein
LC680885_00171	CDS	1311				unannotated protein
LC680885_00172	CDS	309				unannotated protein
LC680885_00173	CDS	429				unannotated protein
LC680885_00174	CDS	150				unannotated protein
LC680885_00175	CDS	291				unannotated protein
LC680885_00176	CDS	348				unannotated protein
LC680885_00177	CDS	288				unannotated protein
LC680885_00178	CDS	258				unannotated protein
LC680885_00179	CDS	375				unannotated protein
LC680885_00180	CDS	597				unannotated protein
LC680885_00181	CDS	372				unannotated protein
LC680885_00182	CDS	777				unannotated protein
LC680885_00183	CDS	1095				unannotated protein
LC680885_00184	CDS	1164				unannotated protein
LC680885_00185	CDS	837				unannotated protein
LC680885_00186	CDS	390				unannotated protein
LC680885_00187	CDS	1092				unannotated protein
LC680885_00188	CDS	1407				unannotated protein
LC680885_00189	CDS	609				unannotated protein
LC680885_00190	CDS	318				unannotated protein
LC680885_00191	CDS	543				unannotated protein
LC680885_00192	CDS	141				unannotated protein
LC680885_00193	CDS	174				unannotated protein
LC680885_00194	CDS	192				unannotated protein
LC680885_00195	CDS	270				unannotated protein
LC680885_00196	CDS	1302				unannotated protein
LC680885_00197	CDS	2142				unannotated protein
LC680885_00198	CDS	555				unannotated protein
LC680885_00199	CDS	1878				unannotated protein
LC680885_00200	CDS	555				unannotated protein
LC680885_00201	CDS	741				unannotated protein
LC680885_00202	CDS	1170				unannotated protein
LC680885_00203	CDS	228				unannotated protein
LC680885_00204	CDS	1992				unannotated protein
LC680885_00205	CDS	447				unannotated protein
LC680885_00206	CDS	453				unannotated protein
LC680885_00207	CDS	480				unannotated protein
LC680885_00208	CDS	459				unannotated protein
LC680885_00209	CDS	450				unannotated protein
LC680885_00210	CDS	450				unannotated protein
LC680885_00211	CDS	417				unannotated protein
LC680885_00212	CDS	654				unannotated protein
LC680885_00213	CDS	294				unannotated protein
LC680885_00214	CDS	216				unannotated protein
LC680885_00215	CDS	384				unannotated protein
LC680885_00216	CDS	297				unannotated protein
LC680885_00217	CDS	303				unannotated protein
LC680885_00218	CDS	1623				unannotated protein
LC680885_00219	CDS	1311				unannotated protein
LC680885_00220	CDS	633				unannotated protein
LC680885_00221	CDS	1053				unannotated protein
LC680885_00222	CDS	501				unannotated protein
LC680885_00223	CDS	621				unannotated protein
LC680885_00224	CDS	732				unannotated protein
LC680885_00225	CDS	246				unannotated protein
LC680885_00226	CDS	279				unannotated protein
LC680885_00227	CDS	624				unannotated protein
LC680885_00228	CDS	171				unannotated protein
LC680885_00229	CDS	315				unannotated protein
LC680885_00230	CDS	105				unannotated protein
LC680885_00231	CDS	177				unannotated protein
LC680885_00232	CDS	306				unannotated protein
LC680885_00233	CDS	195				unannotated protein
LC680885_00234	CDS	195				unannotated protein
LC680885_00235	CDS	108				unannotated protein
LC680885_00236	CDS	507				unannotated protein
LC680885_00237	CDS	468				unannotated protein
LC680885_00238	CDS	477				unannotated protein
LC680885_00239	CDS	246				unannotated protein
LC680885_00240	CDS	690				unannotated protein
LC680885_00241	CDS	519				unannotated protein
LC680885_00242	CDS	831				unannotated protein
LC680885_00243	CDS	501				unannotated protein
LC680885_00244	CDS	627				unannotated protein
LC680885_00245	CDS	465				unannotated protein
LC680885_00246	CDS	459				unannotated protein
LC680885_00247	CDS	471				unannotated protein
LC680885_00248	CDS	342				unannotated protein
LC680885_00249	CDS	486				unannotated protein
LC680885_00250	CDS	282				unannotated protein
LC680885_00251	CDS	297				unannotated protein
LC680885_00252	CDS	612				unannotated protein
LC680885_00253	CDS	549				unannotated protein
LC680885_00254	CDS	534				unannotated protein
LC680885_00255	CDS	777				unannotated protein
LC680885_00256	CDS	660				unannotated protein
LC680885_00257	CDS	711				unannotated protein
LC680885_00258	CDS	564				unannotated protein
LC680885_00259	CDS	459				unannotated protein
LC680885_00260	CDS	2997				unannotated protein
LC680885_00261	CDS	507				unannotated protein
LC680885_00262	CDS	627				unannotated protein
LC680885_00263	CDS	540				unannotated protein
LC680885_00264	CDS	558				unannotated protein
LC680885_00265	CDS	495				unannotated protein
LC680885_00266	CDS	417				unannotated protein
LC680885_00267	CDS	354				unannotated protein
LC680885_00268	CDS	7989				unannotated protein
LC680885_00269	CDS	423				unannotated protein
LC680885_00270	CDS	1263				unannotated protein
LC680885_00271	CDS	789				unannotated protein
LC680885_00272	CDS	645				unannotated protein
