locus_tag	ftype	length_bp	gene	EC_number	COG	product
MF360957_00150	CDS	666				unannotated protein
MF360957_00151	CDS	1206				unannotated protein
MF360957_00152	CDS	1698				unannotated protein
MF360957_00153	CDS	255				unannotated protein
MF360957_00154	CDS	336				unannotated protein
MF360957_00155	CDS	183				unannotated protein
MF360957_00156	CDS	315				unannotated protein
MF360957_00157	CDS	342				unannotated protein
MF360957_00158	CDS	555				unannotated protein
MF360957_00159	CDS	1149				unannotated protein
MF360957_00160	CDS	1215				unannotated protein
MF360957_00161	CDS	540				unannotated protein
MF360957_00162	CDS	495				unannotated protein
MF360957_00163	CDS	4317				unannotated protein
MF360957_00164	CDS	1800				unannotated protein
MF360957_00165	CDS	588				unannotated protein
MF360957_00166	CDS	2832				unannotated protein
MF360957_00167	CDS	2334				unannotated protein
MF360957_00168	CDS	2553				unannotated protein
MF360957_00169	CDS	933				unannotated protein
MF360957_00170	CDS	378				unannotated protein
MF360957_00171	CDS	186				unannotated protein
MF360957_00172	CDS	441				unannotated protein
MF360957_00173	CDS	402				unannotated protein
MF360957_00174	CDS	396				unannotated protein
MF360957_00175	CDS	618				unannotated protein
MF360957_00176	CDS	750				unannotated protein
MF360957_00177	CDS	333				unannotated protein
MF360957_00178	CDS	561				unannotated protein
MF360957_00179	CDS	195				unannotated protein
MF360957_00180	CDS	708				unannotated protein
MF360957_00181	CDS	204				unannotated protein
MF360957_00182	CDS	1113				unannotated protein
MF360957_00183	CDS	480				unannotated protein
MF360957_00184	CDS	549				unannotated protein
MF360957_00185	CDS	693				unannotated protein
MF360957_00186	CDS	270				unannotated protein
MF360957_00187	CDS	1686				unannotated protein
MF360957_00188	CDS	243				unannotated protein
MF360957_00189	CDS	492				unannotated protein
MF360957_00190	CDS	2547				unannotated protein
MF360957_00191	CDS	573				unannotated protein
MF360957_00192	CDS	1956				unannotated protein
MF360957_00193	CDS	636				unannotated protein
MF360957_00194	CDS	165				unannotated protein
MF360957_00195	CDS	450				unannotated protein
MF360957_00196	CDS	1218				unannotated protein
MF360957_00197	CDS	735				unannotated protein
MF360957_00198	CDS	324				unannotated protein
MF360957_00199	CDS	219				unannotated protein
MF360957_00200	CDS	645				unannotated protein
MF360957_00201	CDS	162				unannotated protein
MF360957_00202	CDS	723				unannotated protein
MF360957_00203	CDS	264				unannotated protein
MF360957_00204	CDS	2304				unannotated protein
MF360957_00205	CDS	798				unannotated protein
MF360957_00206	CDS	363				unannotated protein
MF360957_00207	CDS	795				unannotated protein
MF360957_00208	CDS	1218				unannotated protein
MF360957_00209	CDS	1416				unannotated protein
MF360957_00210	CDS	96				unannotated protein
MF360957_00211	CDS	699				unannotated protein
MF360957_00212	CDS	135				unannotated protein
MF360957_00213	CDS	1164				unannotated protein
MF360957_00214	CDS	447				unannotated protein
MF360957_00215	CDS	171				unannotated protein
MF360957_00216	CDS	1233				unannotated protein
MF360957_00217	CDS	1236				unannotated protein
MF360957_00218	CDS	1146				unannotated protein
MF360957_00219	CDS	450				unannotated protein
MF360957_00220	CDS	411				unannotated protein
MF360957_00221	CDS	516				unannotated protein
MF360957_00222	CDS	906				unannotated protein
MF360957_00223	CDS	903				unannotated protein
MF360957_00224	CDS	447				unannotated protein
MF360957_00225	CDS	219				unannotated protein
MF360957_00226	CDS	2103				unannotated protein
MF360957_00227	CDS	462				unannotated protein
MF360957_00228	CDS	192				unannotated protein
MF360957_00229	CDS	189				unannotated protein
MF360957_00230	CDS	372				unannotated protein
MF360957_00231	CDS	375				unannotated protein
MF360957_00232	CDS	1266				unannotated protein
MF360957_00233	CDS	1164				unannotated protein
MF360957_00234	CDS	342				unannotated protein
MF360957_00235	CDS	702				unannotated protein
MF360957_00236	CDS	693				unannotated protein
MF360957_00237	CDS	687				unannotated protein
MF360957_00238	CDS	1044				unannotated protein
MF360957_00239	CDS	2580				unannotated protein
MF360957_00240	CDS	276				unannotated protein
MF360957_00241	CDS	600				unannotated protein
MF360957_00242	CDS	270				unannotated protein
MF360957_00243	CDS	1011				unannotated protein
MF360957_00244	CDS	624				unannotated protein
MF360957_00245	CDS	351				unannotated protein
MF360957_00246	CDS	693				unannotated protein
MF360957_00247	CDS	210				unannotated protein
MF360957_00248	CDS	627				unannotated protein
MF360957_00249	CDS	2250				unannotated protein
MF360957_00250	CDS	750				unannotated protein
MF360957_00251	CDS	792				unannotated protein
MF360957_00252	CDS	216				unannotated protein
MF360957_00253	CDS	201				unannotated protein
MF360957_00254	CDS	561				unannotated protein
MF360957_00255	CDS	1329				unannotated protein
MF360957_00256	CDS	435				unannotated protein
MF360957_00257	CDS	423				unannotated protein
MF360957_00258	CDS	1272				unannotated protein
MF360957_00259	CDS	954				unannotated protein
MF360957_00260	CDS	1032				unannotated protein
MF360957_00261	CDS	234				unannotated protein
MF360957_00262	CDS	1005				unannotated protein
MF360957_00263	CDS	951				unannotated protein
MF360957_00264	CDS	402				unannotated protein
MF360957_00265	CDS	1647				unannotated protein
MF360957_00266	CDS	333				unannotated protein
MF360957_00267	CDS	459				unannotated protein
MF360957_00268	CDS	258				unannotated protein
MF360957_00269	CDS	1266				unannotated protein
MF360957_00270	CDS	393				unannotated protein
MF360957_00271	CDS	147				unannotated protein
MF360957_00272	CDS	453				unannotated protein
MF360957_00273	CDS	1998				unannotated protein
MF360957_00274	CDS	186				unannotated protein
MF360957_00275	CDS	408				unannotated protein
MF360957_00276	CDS	528				unannotated protein
MF360957_00277	CDS	165				unannotated protein
MF360957_00278	CDS	237				unannotated protein
MF360957_00279	CDS	282				unannotated protein
MF360957_00280	CDS	2046				unannotated protein
MF360957_00281	CDS	807				unannotated protein
MF360957_00282	CDS	204				unannotated protein
MF360957_00283	CDS	147				unannotated protein
MF360957_00284	CDS	537				unannotated protein
MF360957_00285	CDS	804				unannotated protein
MF360957_00286	CDS	138				unannotated protein
MF360957_00287	CDS	246				unannotated protein
MF360957_00288	CDS	297				unannotated protein
MF360957_00289	CDS	255				unannotated protein
MF360957_00290	CDS	1491				unannotated protein
MF360957_00291	CDS	219				unannotated protein
MF360957_00292	CDS	396				unannotated protein
MF360957_00293	CDS	345				unannotated protein
MF360957_00294	CDS	327				unannotated protein
MF360957_00295	CDS	711				unannotated protein
MF360957_00296	CDS	297				unannotated protein
MF360957_00297	CDS	693				unannotated protein
MF360957_00298	CDS	198				unannotated protein
MF360957_00299	CDS	561				unannotated protein
MF360957_00300	CDS	273				unannotated protein
