# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	16710	17021	+	DMKPJM_00125		Drug/metabolite transporter (DMT) superfamily permease	SO:0001217, UniParc:UPI000282F069, UniRef:UniRef100_A0A7G7EDB8, UniRef:UniRef50_A0A068RA54, UniRef:UniRef90_A0A331VEA5
contig_1	cds	17018	17557	+	DMKPJM_00130		Lysozyme	RefSeq:WP_024623189.1, SO:0001217, UniParc:UPI00041B6A84, UniRef:UniRef100_A0A7A9PEW8, UniRef:UniRef50_A0A482IHA8, UniRef:UniRef90_A0A482IHA8
contig_1	cds	17554	17988	+	DMKPJM_00135		Holin	SO:0001217, UniRef:UniRef50_A0A331VFD9
contig_1	gap	17873	17885	.				
contig_1	cds	17970	18317	+	DMKPJM_00140		Rz1-like protein	SO:0001217, UniRef:UniRef50_A0A7H4MPA3
contig_1	cds	18314	18607	+	DMKPJM_00145		Transcriptional regulator	RefSeq:WP_040200649.1, SO:0001217, UniParc:UPI00058C58F9, UniRef:UniRef100_A0A7A9LE37, UniRef:UniRef50_G8C7W3, UniRef:UniRef90_A0A1D8JSP4
contig_1	cds	18942	19187	+	DMKPJM_00150		DUF2560 domain-containing protein	RefSeq:WP_023159445.1, SO:0001217, UniParc:UPI0002E57644, UniRef:UniRef100_A0A7A9LE19, UniRef:UniRef50_A0A1F2LWD0, UniRef:UniRef90_A0A7U9D4U5
contig_1	cds	19252	19482	+	DMKPJM_00155		Histidine kinase	SO:0001217, UniRef:UniRef50_A0A8F8EMC7, UniRef:UniRef90_A0A8F8EMC7
contig_1	cds	19537	19770	+	DMKPJM_00160		DUF2283 domain-containing protein	RefSeq:WP_106466472.1, SO:0001217, UniParc:UPI000D0BDCD8, UniRef:UniRef100_A0A768AAP2, UniRef:UniRef50_A0A250BBB3, UniRef:UniRef90_A0A768AAP2
contig_1	cds	19758	20108	+	DMKPJM_00165	mcrA	5-methylcytosine-specific restriction endonuclease McrA	COG:COG1403, COG:V, RefSeq:WP_074446651.1, SO:0001217, UniParc:UPI00094471DE, UniRef:UniRef100_A0A7A9PZ57, UniRef:UniRef50_U5P4L6, UniRef:UniRef90_A0A377Z6P6
contig_1	cds	20265	20762	+	DMKPJM_00170		phage terminase small subunit P27 family	RefSeq:WP_025108056.1, SO:0001217, UniParc:UPI00046A166A, UniRef:UniRef100_A0A7A9KF33, UniRef:UniRef50_A0A0J1LWR7, UniRef:UniRef90_A0A6S4Y4E2
contig_1	cds	20766	22517	+	DMKPJM_00175		Terminase large subunit	RefSeq:WP_106466471.1, SO:0001217, UniParc:UPI000793C627, UniRef:UniRef100_A0A7A9SXP6, UniRef:UniRef50_A0A0J1PMU5, UniRef:UniRef90_W9B7N3
contig_1	cds	22514	22675	+	DMKPJM_00180		Cation:proton antiporter	RefSeq:WP_016530191.1, SO:0001217, UniParc:UPI000352CE09, UniRef:UniRef100_A0A8F6JLG9, UniRef:UniRef50_A0A133LG87, UniRef:UniRef90_A0A8F8EVG4
contig_1	cds	22665	23891	+	DMKPJM_00185	beeE	phage portal protein	COG:COG4695, COG:X, RefSeq:WP_016530190.1, SO:0001217, UniParc:UPI00035388EE, UniRef:UniRef100_A0A7A9KDM0, UniRef:UniRef50_A0A0J8YIQ5, UniRef:UniRef90_A0A1D7Z574
contig_1	cds	23884	24483	+	DMKPJM_00190		HK97 family phage prohead protease	COG:COG3740, COG:X, KEGG:K06904, RefSeq:WP_000999827.1, SO:0001217, UniParc:UPI0001DC5EC2, UniRef:UniRef100_A0A7A9QF64, UniRef:UniRef50_K8B8X3, UniRef:UniRef90_A0A2Z2FDJ5
contig_1	cds	24493	25731	+	DMKPJM_00195		phage major capsid protein	RefSeq:WP_004104235.1, SO:0001217, UniParc:UPI00024FDAD7, UniRef:UniRef100_A0A7A9KFG0, UniRef:UniRef50_R7VCI8, UniRef:UniRef90_A0A133LFJ6
contig_1	cds	25809	26126	+	DMKPJM_00200		head-tail connector protein	RefSeq:WP_004104233.1, SO:0001217, UniParc:UPI00024FDAD6, UniRef:UniRef100_A0A7A9KZ28, UniRef:UniRef50_A0A193LPN8, UniRef:UniRef90_A0A2J5A0R4
contig_1	cds	26720	27259	+	DMKPJM_00205		HK97 gp10 family phage protein	RefSeq:WP_004216814.1, SO:0001217, UniParc:UPI0002BE2995, UniRef:UniRef100_A0A482IGW8, UniRef:UniRef50_A0A7U7IHS0, UniRef:UniRef90_A0A7U7IHS0
contig_1	cds	27679	28170	+	DMKPJM_00210		Phage tail protein	RefSeq:WP_004104226.1, SO:0001217, UniParc:UPI00024FDAD1, UniRef:UniRef100_A0A7A9QCM5, UniRef:UniRef50_A0A105T4M8, UniRef:UniRef90_A0A377ZGV6
contig_1	cds	28214	28597	+	DMKPJM_00215		Phage tail protein	RefSeq:WP_004104225.1, SO:0001217, UniParc:UPI00024FDAD0, UniRef:UniRef100_A0A768AD89, UniRef:UniRef50_A0A127MXE8, UniRef:UniRef90_A0A7U7F8B5
contig_1	cds	28645	28863	+	DMKPJM_00220		Phage tail protein	SO:0001217, UniRef:UniRef50_Q9MCA3, UniRef:UniRef90_A0A7U7IJS0
contig_1	cds	29348	31882	+	DMKPJM_00225		Phage tail tape measure protein, lambda family	RefSeq:WP_106466469.1, SO:0001217, UniParc:UPI00079369F7, UniRef:UniRef100_A0A7A9PZG1, UniRef:UniRef50_A0A0Q4MYW5, UniRef:UniRef90_A0A8B4FT59
contig_1	cds	31882	32361	+	DMKPJM_00230		Alkanesulfonate ABC transporter permease	RefSeq:WP_106466468.1, SO:0001217, UniParc:UPI00079C8C62, UniRef:UniRef100_UPI00079C8C62, UniRef:UniRef50_A0A564HZX7, UniRef:UniRef90_A0A1X9TNV8
contig_1	cds	32348	32830	+	DMKPJM_00235	arsR	ArsR family transcriptional regulator	RefSeq:WP_106466467.1, SO:0001217, UniParc:UPI0007959B0E, UniRef:UniRef100_A0A7A9PYG5, UniRef:UniRef50_H8NZT9, UniRef:UniRef90_A0A7U7F687
contig_1	cds	32840	33220	+	DMKPJM_00240		Nitrite transporter	RefSeq:WP_004152651.1, SO:0001217, UniParc:UPI000268765B, UniRef:UniRef100_A0A7A9LE09, UniRef:UniRef50_A0A660GA34, UniRef:UniRef90_A0A7U8VE34
contig_1	cds	33217	36285	+	DMKPJM_00245		Kinase	RefSeq:WP_106466466.1, SO:0001217, UniParc:UPI000D0BC3F6, UniRef:UniRef100_A0A7A9LFR4, UniRef:UniRef50_A0A1V2BJY4, UniRef:UniRef90_A0A7H4LWG0
contig_1	cds	36361	40398	+	DMKPJM_00250		Peptidase S74 domain-containing protein	RefSeq:WP_223350507.1, SO:0001217, UniParc:UPI000A8B9FD9, UniRef:UniRef100_UPI000A8B9FD9, UniRef:UniRef50_A0A0H3GP26, UniRef:UniRef90_UPI000A8B9FD9
contig_1	cds	40834	42318	+	DMKPJM_00255	ltrA	group II intron reverse transcriptase/maturase	COG:COG3344, COG:X, EC:2.7.7.49, KEGG:K00986, RefSeq:WP_032751822.1, SO:0001217, UniParc:UPI00044B87AC, UniRef:UniRef100_A0A6B2JIU6, UniRef:UniRef50_A0A2X1Q015, UniRef:UniRef90_A0A2X1Q015
contig_1	cds	42315	42575	+	DMKPJM_00260		(pseudo) recombinase family protein	SO:0001217, UniRef:UniRef50_A0A377ZXI6, UniRef:UniRef90_UPI0021B4B36A
contig_1	cds	42912	43328	+	DMKPJM_00265		Tyr recombinase domain-containing protein	SO:0001217, UniRef:UniRef50_B5XRY0, UniRef:UniRef90_UPI00136566AF
contig_1	cds	43696	43980	+	DMKPJM_00270		DNA polymerase V	SO:0001217, UniRef:UniRef50_A0A858C965, UniRef:UniRef90_A0A331H3C4
contig_1	cds	43983	44309	+	DMKPJM_00275	umuD	Error-prone repair protein UmuD	RefSeq:WP_106466464.1, SO:0001217, UniParc:UPI00079B8626, UniRef:UniRef100_A0A7A9L0F6, UniRef:UniRef50_I6PCW5, UniRef:UniRef90_A0A6G4M6W6
contig_1	cds	44518	44790	+	DMKPJM_00280		hypothetical protein	
contig_1	cds	45008	45304	-	DMKPJM_00285		DUF3467 domain-containing protein	RefSeq:WP_106466463.1, SO:0001217, UniParc:UPI0007973DDA, UniRef:UniRef100_A0A7A9KYX2, UniRef:UniRef50_A0A7A9KYX2, UniRef:UniRef90_A0A7A9KYX2
contig_1	cds	45718	46650	-	DMKPJM_00290	yfdC	Inner membrane protein YfdC	COG:COG2116, COG:P, GO:0005886, GO:0015499, GO:0015724, KEGG:K21990, RefSeq:WP_032330131.1, SO:0001217, UniParc:UPI0003DCBECA, UniRef:UniRef100_A0A2S8HXQ5, UniRef:UniRef50_P37327, UniRef:UniRef90_P37327
