locus_tag	ftype	length_bp	gene	EC_number	COG	product
NC_031039_00145	CDS	774				unannotated protein
NC_031039_00146	CDS	180				unannotated protein
NC_031039_00147	CDS	165				unannotated protein
NC_031039_00148	CDS	1485				unannotated protein
NC_031039_00149	CDS	909				unannotated protein
NC_031039_00150	CDS	1173				unannotated protein
NC_031039_00151	CDS	264				unannotated protein
NC_031039_00152	CDS	462				unannotated protein
NC_031039_00153	CDS	222				unannotated protein
NC_031039_00154	CDS	726				unannotated protein
NC_031039_00155	CDS	1926				unannotated protein
NC_031039_00156	CDS	300				unannotated protein
NC_031039_00157	CDS	1896				unannotated protein
NC_031039_00158	CDS	591				unannotated protein
NC_031039_00159	CDS	1434				unannotated protein
NC_031039_00160	CDS	891				unannotated protein
NC_031039_00161	CDS	558				unannotated protein
NC_031039_00162	CDS	171				unannotated protein
NC_031039_00163	CDS	288				unannotated protein
NC_031039_00164	CDS	1026				unannotated protein
NC_031039_00165	CDS	339				unannotated protein
NC_031039_00166	CDS	519				unannotated protein
NC_031039_00167	CDS	600				unannotated protein
NC_031039_00168	CDS	1188				unannotated protein
NC_031039_00169	CDS	810				unannotated protein
NC_031039_00170	CDS	216				unannotated protein
NC_031039_00171	CDS	330				unannotated protein
NC_031039_00172	CDS	924				unannotated protein
NC_031039_00173	CDS	351				unannotated protein
NC_031039_00174	CDS	360				unannotated protein
NC_031039_00175	CDS	291				unannotated protein
NC_031039_00176	CDS	153				unannotated protein
NC_031039_00177	CDS	465				unannotated protein
NC_031039_00178	CDS	414				unannotated protein
NC_031039_00179	CDS	534				unannotated protein
NC_031039_00180	CDS	129				unannotated protein
NC_031039_00181	CDS	495				unannotated protein
NC_031039_00182	CDS	309				unannotated protein
NC_031039_00183	CDS	174				unannotated protein
NC_031039_00184	CDS	153				unannotated protein
NC_031039_00185	CDS	807				unannotated protein
NC_031039_00186	CDS	225				unannotated protein
NC_031039_00187	CDS	309				unannotated protein
NC_031039_00188	CDS	369				unannotated protein
NC_031039_00189	CDS	195				unannotated protein
NC_031039_00190	CDS	516				unannotated protein
NC_031039_00191	CDS	144				unannotated protein
NC_031039_00192	CDS	1740				unannotated protein
NC_031039_00193	CDS	684				unannotated protein
NC_031039_00194	CDS	678				unannotated protein
NC_031039_00195	CDS	2799				unannotated protein
NC_031039_00196	CDS	276				unannotated protein
NC_031039_00197	CDS	582				unannotated protein
NC_031039_00198	CDS	1962				unannotated protein
NC_031039_00199	CDS	378				unannotated protein
NC_031039_00200	CDS	1173				unannotated protein
NC_031039_00201	CDS	1773				unannotated protein
NC_031039_00202	CDS	879				unannotated protein
NC_031039_00203	CDS	480				unannotated protein
NC_031039_00204	CDS	354				unannotated protein
NC_031039_00205	CDS	768				unannotated protein
NC_031039_00206	CDS	498				unannotated protein
NC_031039_00207	CDS	951				unannotated protein
NC_031039_00208	CDS	357				unannotated protein
NC_031039_00209	CDS	5778				unannotated protein
NC_031039_00210	CDS	1029				unannotated protein
NC_031039_00211	CDS	390				unannotated protein
NC_031039_00212	CDS	600				unannotated protein
NC_031039_00213	CDS	507				unannotated protein
NC_031039_00214	CDS	420				unannotated protein
NC_031039_00215	CDS	831				unannotated protein
NC_031039_00216	CDS	2715				unannotated protein
NC_031039_00217	CDS	933				unannotated protein
NC_031039_00218	CDS	1263				unannotated protein
NC_031039_00219	CDS	1035				unannotated protein
NC_031039_00220	CDS	1119				unannotated protein
NC_031039_00221	CDS	891				unannotated protein
NC_031039_00222	CDS	1191				unannotated protein
NC_031039_00223	CDS	183				unannotated protein
NC_031039_00224	CDS	1134				unannotated protein
NC_031039_00225	CDS	531				unannotated protein
NC_031039_00226	CDS	1050				unannotated protein
NC_031039_00227	CDS	2097				unannotated protein
NC_031039_00228	CDS	420				unannotated protein
NC_031039_00229	CDS	1038				unannotated protein
NC_031039_00230	CDS	1386				unannotated protein
NC_031039_00231	CDS	825				unannotated protein
NC_031039_00232	CDS	1689				unannotated protein
NC_031039_00233	CDS	333				unannotated protein
NC_031039_00234	CDS	117				unannotated protein
NC_031039_00235	CDS	1197				unannotated protein
NC_031039_00236	CDS	426				unannotated protein
NC_031039_00237	CDS	717				unannotated protein
NC_031039_00238	CDS	783				unannotated protein
NC_031039_00239	CDS	726				unannotated protein
NC_031039_00240	CDS	723				unannotated protein
NC_031039_00241	CDS	381				unannotated protein
NC_031039_00242	CDS	522				unannotated protein
NC_031039_00243	CDS	768				unannotated protein
NC_031039_00244	CDS	456				unannotated protein
NC_031039_00245	CDS	534				unannotated protein
NC_031039_00246	CDS	705				unannotated protein
NC_031039_00247	CDS	360				unannotated protein
NC_031039_00248	tRNA	74				tRNA-Asn(gtt)
NC_031039_00249	CDS	336				unannotated protein
NC_031039_00250	CDS	771				unannotated protein
NC_031039_00251	CDS	420				unannotated protein
NC_031039_00252	CDS	180				unannotated protein
NC_031039_00253	CDS	369				unannotated protein
NC_031039_00254	CDS	489				unannotated protein
NC_031039_00255	CDS	1251				unannotated protein
NC_031039_00256	CDS	285				unannotated protein
NC_031039_00257	CDS	237				unannotated protein
NC_031039_00258	CDS	456				unannotated protein
NC_031039_00259	CDS	327				unannotated protein
NC_031039_00260	CDS	501				unannotated protein
NC_031039_00261	CDS	243				unannotated protein
NC_031039_00262	CDS	162				unannotated protein
NC_031039_00263	CDS	735				unannotated protein
NC_031039_00264	CDS	2217				unannotated protein
NC_031039_00265	CDS	666				unannotated protein
NC_031039_00266	CDS	273				unannotated protein
NC_031039_00267	CDS	540				unannotated protein
NC_031039_00268	CDS	1206				unannotated protein
NC_031039_00269	CDS	1698				unannotated protein
NC_031039_00270	CDS	255				unannotated protein
NC_031039_00271	CDS	336				unannotated protein
NC_031039_00272	CDS	183				unannotated protein
NC_031039_00273	CDS	315				unannotated protein
NC_031039_00274	CDS	342				unannotated protein
NC_031039_00275	CDS	555				unannotated protein
NC_031039_00276	CDS	1149				unannotated protein
NC_031039_00277	CDS	1215				unannotated protein
NC_031039_00278	CDS	540				unannotated protein
NC_031039_00279	CDS	495				unannotated protein
NC_031039_00280	CDS	4317				unannotated protein
NC_031039_00281	CDS	1800				unannotated protein
NC_031039_00282	CDS	588				unannotated protein
NC_031039_00283	CDS	2832				unannotated protein
NC_031039_00284	CDS	2334				unannotated protein
NC_031039_00285	CDS	2553				unannotated protein
NC_031039_00286	CDS	933				unannotated protein
NC_031039_00287	CDS	378				unannotated protein
NC_031039_00288	CDS	186				unannotated protein
NC_031039_00289	CDS	441				unannotated protein
NC_031039_00290	CDS	402				unannotated protein
NC_031039_00291	CDS	396				unannotated protein
NC_031039_00292	CDS	675				unannotated protein
NC_031039_00293	CDS	750				unannotated protein
NC_031039_00294	CDS	333				unannotated protein
NC_031039_00295	CDS	561				unannotated protein
NC_031039_00296	CDS	195				unannotated protein
NC_031039_00297	CDS	708				unannotated protein
