locus_tag	ftype	length_bp	gene	EC_number	COG	product
AP008983_00051	CDS	564				unannotated protein
AP008983_00052	CDS	234				unannotated protein
AP008983_00053	CDS	1227				unannotated protein
AP008983_00054	CDS	975				unannotated protein
AP008983_00055	CDS	447				unannotated protein
AP008983_00056	CDS	1497				unannotated protein
AP008983_00057	CDS	1026				unannotated protein
AP008983_00058	CDS	1155				unannotated protein
AP008983_00059	CDS	3099				unannotated protein
AP008983_00060	CDS	2241				unannotated protein
AP008983_00061	CDS	225				unannotated protein
AP008983_00062	CDS	186				unannotated protein
AP008983_00063	CDS	132				unannotated protein
AP008983_00064	CDS	201				unannotated protein
AP008983_00065	CDS	534				unannotated protein
AP008983_00066	CDS	300				unannotated protein
AP008983_00067	CDS	405				unannotated protein
AP008983_00068	CDS	723				unannotated protein
AP008983_00069	CDS	381				unannotated protein
AP008983_00070	CDS	423				unannotated protein
AP008983_00071	CDS	747				unannotated protein
AP008983_00072	CDS	231				unannotated protein
AP008983_00073	CDS	216				unannotated protein
AP008983_00074	CDS	531				unannotated protein
AP008983_00075	CDS	2937				unannotated protein
AP008983_00076	CDS	192				unannotated protein
AP008983_00077	CDS	468				unannotated protein
AP008983_00078	CDS	180				unannotated protein
AP008983_00079	CDS	366				unannotated protein
AP008983_00080	CDS	540				unannotated protein
AP008983_00081	CDS	1872				unannotated protein
AP008983_00082	CDS	441				unannotated protein
AP008983_00083	CDS	861				unannotated protein
AP008983_00084	CDS	3591				unannotated protein
AP008983_00085	CDS	3876				unannotated protein
AP008983_00086	CDS	546				unannotated protein
AP008983_00087	CDS	255				unannotated protein
AP008983_00088	CDS	516				unannotated protein
AP008983_00089	CDS	1185				unannotated protein
AP008983_00090	CDS	351				unannotated protein
AP008983_00091	CDS	666				unannotated protein
AP008983_00092	CDS	552				unannotated protein
AP008983_00093	CDS	597				unannotated protein
AP008983_00094	CDS	243				unannotated protein
AP008983_00095	CDS	225				unannotated protein
AP008983_00096	CDS	543				unannotated protein
AP008983_00097	CDS	2037				unannotated protein
AP008983_00098	CDS	2259				unannotated protein
AP008983_00099	CDS	669				unannotated protein
AP008983_00100	CDS	648				unannotated protein
AP008983_00101	CDS	369				unannotated protein
AP008983_00102	CDS	954				unannotated protein
AP008983_00103	CDS	324				unannotated protein
AP008983_00104	CDS	1167				unannotated protein
AP008983_00105	CDS	1353				unannotated protein
AP008983_00106	CDS	729				unannotated protein
AP008983_00107	CDS	693				unannotated protein
AP008983_00108	CDS	867				unannotated protein
AP008983_00109	CDS	549				unannotated protein
AP008983_00110	CDS	177				unannotated protein
AP008983_00111	CDS	1131				unannotated protein
AP008983_00112	CDS	150				unannotated protein
AP008983_00113	CDS	1266				unannotated protein
AP008983_00114	CDS	1134				unannotated protein
AP008983_00115	CDS	618				unannotated protein
AP008983_00116	CDS	600				unannotated protein
AP008983_00117	CDS	1356				unannotated protein
AP008983_00118	CDS	174				unannotated protein
AP008983_00119	CDS	363				unannotated protein
AP008983_00120	CDS	630				unannotated protein
AP008983_00121	CDS	300				unannotated protein
AP008983_00122	CDS	483				unannotated protein
AP008983_00123	CDS	522				unannotated protein
AP008983_00124	CDS	318				unannotated protein
AP008983_00125	CDS	963				unannotated protein
AP008983_00126	CDS	1635				unannotated protein
AP008983_00127	CDS	2226				unannotated protein
AP008983_00128	CDS	795				unannotated protein
AP008983_00129	CDS	4989				unannotated protein
AP008983_00130	CDS	1677				unannotated protein
AP008983_00131	CDS	1179				unannotated protein
AP008983_00132	CDS	600				unannotated protein
AP008983_00133	CDS	375				unannotated protein
AP008983_00134	CDS	564				unannotated protein
AP008983_00135	CDS	543				unannotated protein
	repeat_region	362				
AP008983_00136	CDS	198				unannotated protein
AP008983_00137	CDS	303				unannotated protein
AP008983_00138	CDS	210				unannotated protein
AP008983_00139	CDS	450				unannotated protein
AP008983_00140	CDS	270				unannotated protein
AP008983_00141	CDS	237				unannotated protein
AP008983_00142	CDS	282				unannotated protein
AP008983_00143	CDS	1353				unannotated protein
AP008983_00144	CDS	399				unannotated protein
AP008983_00145	CDS	159				unannotated protein
AP008983_00146	CDS	1164				unannotated protein
AP008983_00147	CDS	660				unannotated protein
AP008983_00148	CDS	756				unannotated protein
AP008983_00149	CDS	396				unannotated protein
AP008983_00150	CDS	555				unannotated protein
AP008983_00151	CDS	801				unannotated protein
AP008983_00152	CDS	198				unannotated protein
AP008983_00153	CDS	387				unannotated protein
AP008983_00154	CDS	930				unannotated protein
AP008983_00155	CDS	291				unannotated protein
AP008983_00156	CDS	765				unannotated protein
AP008983_00157	CDS	840				unannotated protein
AP008983_00158	CDS	528				unannotated protein
AP008983_00159	CDS	615				unannotated protein
AP008983_00160	CDS	1194				unannotated protein
AP008983_00161	CDS	417				unannotated protein
AP008983_00162	CDS	528				unannotated protein
AP008983_00163	CDS	1053				unannotated protein
AP008983_00164	CDS	603				unannotated protein
AP008983_00165	CDS	1572				unannotated protein
AP008983_00166	CDS	147				unannotated protein
AP008983_00167	CDS	1578				unannotated protein
AP008983_00168	CDS	1743				unannotated protein
AP008983_00169	CDS	825				unannotated protein
AP008983_00170	CDS	723				unannotated protein
AP008983_00171	CDS	1482				unannotated protein
AP008983_00172	CDS	402				unannotated protein
AP008983_00173	CDS	696				unannotated protein
AP008983_00174	CDS	288				unannotated protein
AP008983_00175	CDS	1164				unannotated protein
AP008983_00176	CDS	660				unannotated protein
AP008983_00177	CDS	831				unannotated protein
AP008983_00178	CDS	1065				unannotated protein
AP008983_00179	CDS	1677				unannotated protein
AP008983_00180	CDS	315				unannotated protein
AP008983_00181	CDS	1461				unannotated protein
AP008983_00182	CDS	420				unannotated protein
AP008983_00183	CDS	291				unannotated protein
AP008983_00184	CDS	1779				unannotated protein
AP008983_00185	CDS	597				unannotated protein
AP008983_00186	CDS	1080				unannotated protein
AP008983_00187	CDS	753				unannotated protein
AP008983_00188	CDS	180				unannotated protein
AP008983_00189	CDS	720				unannotated protein
AP008983_00190	CDS	1077				unannotated protein
AP008983_00191	CDS	246				unannotated protein
AP008983_00192	CDS	633				unannotated protein
AP008983_00193	CDS	177				unannotated protein
AP008983_00194	CDS	1866				unannotated protein
AP008983_00195	CDS	618				unannotated protein
AP008983_00196	CDS	330				unannotated protein
AP008983_00197	CDS	189				unannotated protein
AP008983_00198	CDS	312				unannotated protein
AP008983_00199	CDS	552				unannotated protein
