locus_tag	ftype	length_bp	gene	EC_number	COG	product
NC_043027_00255	CDS	1329				unannotated protein
NC_043027_00256	CDS	435				unannotated protein
NC_043027_00257	CDS	423				unannotated protein
NC_043027_00258	CDS	1272				unannotated protein
NC_043027_00259	CDS	954				unannotated protein
NC_043027_00260	CDS	1032				unannotated protein
NC_043027_00261	CDS	234				unannotated protein
NC_043027_00262	CDS	1005				unannotated protein
NC_043027_00263	CDS	951				unannotated protein
NC_043027_00264	CDS	402				unannotated protein
NC_043027_00265	CDS	1647				unannotated protein
NC_043027_00266	CDS	333				unannotated protein
NC_043027_00267	CDS	459				unannotated protein
NC_043027_00268	CDS	258				unannotated protein
NC_043027_00269	CDS	1266				unannotated protein
NC_043027_00270	CDS	393				unannotated protein
NC_043027_00271	CDS	147				unannotated protein
NC_043027_00272	CDS	453				unannotated protein
NC_043027_00273	CDS	1998				unannotated protein
NC_043027_00274	CDS	186				unannotated protein
NC_043027_00275	CDS	408				unannotated protein
NC_043027_00276	CDS	528				unannotated protein
NC_043027_00277	CDS	165				unannotated protein
NC_043027_00278	CDS	237				unannotated protein
NC_043027_00279	CDS	282				unannotated protein
NC_043027_00280	CDS	2046				unannotated protein
NC_043027_00281	CDS	807				unannotated protein
NC_043027_00282	CDS	204				unannotated protein
NC_043027_00283	CDS	147				unannotated protein
NC_043027_00284	CDS	537				unannotated protein
NC_043027_00285	CDS	804				unannotated protein
NC_043027_00286	CDS	138				unannotated protein
NC_043027_00287	CDS	246				unannotated protein
NC_043027_00288	CDS	297				unannotated protein
NC_043027_00289	CDS	255				unannotated protein
NC_043027_00290	CDS	1491				unannotated protein
NC_043027_00291	CDS	219				unannotated protein
NC_043027_00292	CDS	396				unannotated protein
NC_043027_00293	CDS	345				unannotated protein
NC_043027_00294	CDS	327				unannotated protein
NC_043027_00295	CDS	711				unannotated protein
NC_043027_00296	CDS	297				unannotated protein
NC_043027_00297	CDS	693				unannotated protein
NC_043027_00298	CDS	198				unannotated protein
NC_043027_00299	CDS	561				unannotated protein
NC_043027_00300	CDS	273				unannotated protein
