#Annotated with Bakta v1.9.1, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	39678	40175	-	OPIPON_00290	19.2	4.9		
contig_1	40199	40939	-	OPIPON_00295	29.4	7.7		
contig_1	41862	42146	-	OPIPON_00300	11.3	8.8		
contig_1	42180	42590	-	OPIPON_00305	16.2	8.7		
contig_1	42608	43288	-	OPIPON_00310	26.7	5.6		
contig_1	43285	43551	-	OPIPON_00315	10.3	5.1		
contig_1	43514	43636	-	OPIPON_00320	5.0	10.4		
contig_1	43655	44539	-	OPIPON_00325	35.1	5.8		
contig_1	44658	45173	-	OPIPON_00330	20.3	9.7	PF00505.22|HMG_box, PF08220.15|HTH_DeoR, PF08279.15|HTH_11, PF08721.14|Tn7_Tnp_TnsA_C, PF09012.13|FeoC, PF13412.9|HTH_24	PFAM:PF00505.22, PFAM:PF08220.15, PFAM:PF08279.15, PFAM:PF08721.14, PFAM:PF09012.13, PFAM:PF13412.9
contig_1	45191	45670	-	OPIPON_00335	18.6	9.6	PF01022.23|HTH_5, PF01047.25|MarR, PF01710.19|HTH_Tnp_IS630, PF08220.15|HTH_DeoR, PF08279.15|HTH_11, PF13412.9|HTH_24, PF13936.9|HTH_38	PFAM:PF01022.23, PFAM:PF01047.25, PFAM:PF01710.19, PFAM:PF08220.15, PFAM:PF08279.15, PFAM:PF13412.9, PFAM:PF13936.9
contig_1	45683	46129	-	OPIPON_00340	17.4	9.1		
contig_1	46205	46891	-	OPIPON_00345	26.7	9.8		
contig_1	46909	47001	-	OPIPON_00350	3.3	9.8		
contig_1	47022	47639	-	OPIPON_00355	24.0	7.8	PF13412.9|HTH_24	PFAM:PF13412.9
contig_1	47719	48300	-	OPIPON_00360	22.5	4.7	PF16473.8|Rv2179c-like	PFAM:PF16473.8
contig_1	48326	48682	-	OPIPON_00365	13.8	7.7		
contig_1	48823	49530	-	OPIPON_00370	26.2	10.0	PF06725.14|3D	PFAM:PF06725.14
contig_1	49656	50108	-	OPIPON_00375	17.5	5.4		
contig_1	50222	50764	-	OPIPON_00380	21.1	4.4		
contig_1	51630	52778	-	OPIPON_00385	42.6	7.0		
contig_1	52876	53352	-	OPIPON_00390	18.5	5.4		
contig_1	53392	53616	-	OPIPON_00395	8.7	10.0		
contig_1	53618	54016	-	OPIPON_00400	15.7	9.4		
contig_1	54147	54905	-	OPIPON_00405	28.2	4.8		
contig_1	54951	57422	-	OPIPON_00410	98.1	5.3		
contig_1	57688	58212	+	OPIPON_00415	19.9	7.9		
contig_1	58199	58312	+	OPIPON_00420	4.7	4.6		
contig_1	58365	58994	+	OPIPON_00425	24.4	4.2		
contig_1	59043	60323	-	OPIPON_00430	49.7	5.4		
contig_1	60507	61010	-	OPIPON_00435	19.9	5.0		
contig_1	61000	61731	-	OPIPON_00440	28.9	9.3		
contig_1	61854	62249	-	OPIPON_00445	15.7	9.2		
contig_1	62269	62730	-	OPIPON_00450	17.5	5.1		
contig_1	62703	63152	-	OPIPON_00455	16.9	9.8		
contig_1	63170	64087	-	OPIPON_00460	32.4	4.8		
contig_1	64170	66047	-	OPIPON_00465	72.7	4.7		
contig_1	66085	66765	-	OPIPON_00470	26.2	8.6		
contig_1	66784	67557	-	OPIPON_00475	28.9	4.6		
contig_1	67592	67828	-	OPIPON_00480	9.1	8.0		
contig_1	68099	69883	-	OPIPON_00485	63.4	9.5		
contig_1	69870	70679	-	OPIPON_00490	28.4	10.0		
contig_1	70988	72685	-	OPIPON_00495	NA	9.2		
contig_1	72836	73468	-	OPIPON_00500	25.3	5.9		
contig_1	73496	73882	-	OPIPON_00505	15.4	9.2		
contig_1	73910	74608	-	OPIPON_00510	27.7	8.8		
contig_1	74772	75617	-	OPIPON_00515	32.1	9.3		
contig_1	76671	80981	+	OPIPON_00520	163.6	6.1		
contig_1	81079	82341	+	OPIPON_00525	48.4	4.6		
contig_1	82375	83100	+	OPIPON_00530	27.8	4.1		
contig_1	83167	83649	+	OPIPON_00535	18.4	4.4		
contig_1	83746	86607	+	OPIPON_00540	105.8	4.8	PF02368.21|Big_2	PFAM:PF02368.21
contig_1	86524	86724	-	OPIPON_00545	7.6	10.1		
contig_1	86813	88747	+	OPIPON_00550	70.4	4.6	PF02368.21|Big_2	PFAM:PF02368.21
contig_1	88791	89747	+	OPIPON_00555	34.8	5.1	PF02368.21|Big_2	PFAM:PF02368.21
contig_1	90039	91880	+	OPIPON_00560	68.4	5.3	PF02368.21|Big_2	PFAM:PF02368.21
contig_1	91986	92441	-	OPIPON_00565	17.2	4.6		
contig_1	92470	92586	-	OPIPON_00570	4.0	4.1		
contig_1	92617	93546	-	OPIPON_00575	34.8	5.9		
contig_1	93617	94237	-	OPIPON_00580	23.7	4.5		
contig_1	94241	94957	-	OPIPON_00585	28.1	8.5		
contig_1	94967	96436	-	OPIPON_00590	57.6	9.2	PF00271.34|Helicase_C	PFAM:PF00271.34
contig_1	96519	96917	-	OPIPON_00595	15.7	4.7		
contig_1	96947	98917	-	OPIPON_00600	76.0	5.1	PF04998.20|RNA_pol_Rpb1_5	PFAM:PF04998.20
contig_1	99182	99505	-	OPIPON_00605	12.8	9.9		
contig_1	99715	100824	+	OPIPON_00610	43.7	5.2		
contig_1	101315	102220	+	OPIPON_00615	34.8	5.4		
contig_1	102238	102948	+	OPIPON_00620	28.0	4.7		
contig_1	102965	104038	+	OPIPON_00625	41.9	9.0		
contig_1	104118	104351	-	OPIPON_00630	9.2	5.3		
contig_1	104352	106388	-	OPIPON_00635	80.0	9.2		
contig_1	106458	107669	-	OPIPON_00640	46.7	6.9	PF13245.9|AAA_19, PF13538.9|UvrD_C_2, PF13604.9|AAA_30	PFAM:PF13245.9, PFAM:PF13538.9, PFAM:PF13604.9
contig_1	107805	108497	+	OPIPON_00645	26.9	8.4	PF01471.21|PG_binding_1	PFAM:PF01471.21
contig_1	108570	108956	+	OPIPON_00650	14.2	7.9		
contig_1	109077	109658	+	OPIPON_00655	23.2	8.8		
contig_1	109702	110106	+	OPIPON_00660	15.6	5.0		
contig_1	110148	110609	+	OPIPON_00665	18.6	8.6		
contig_1	110655	111356	-	OPIPON_00670	27.0	6.7		
contig_1	111429	112265	-	OPIPON_00675	31.8	5.2		
contig_1	112446	113336	+	OPIPON_00680	32.4	5.3		
contig_1	113428	114060	+	OPIPON_00685	24.0	10.0		
contig_1	114057	114737	+	OPIPON_00690	26.5	9.2		
contig_1	114782	115342	+	OPIPON_00695	21.6	4.1		
contig_1	115502	117088	+	OPIPON_00700	58.7	4.7		
contig_1	117168	118130	+	OPIPON_00705	37.3	9.2		
contig_1	119288	120076	+	OPIPON_00715	30.8	9.1		
contig_1	120951	122123	+	OPIPON_00720	45.1	5.0	PF17289.5|Terminase_6C	PFAM:PF17289.5
contig_1	122382	123155	+	OPIPON_00725	30.8	4.4		
contig_1	123248	124000	+	OPIPON_00730	28.5	8.7		
contig_1	124102	127131	+	OPIPON_00735	112.6	4.8		
contig_1	129160	129975	+	OPIPON_00765	31.8	8.9		
contig_1	130034	130612	-	OPIPON_00770	22.5	9.4		
contig_1	130615	132816	-	OPIPON_00775	84.4	6.5		
contig_1	132914	135250	-	OPIPON_00780	89.3	4.8		
contig_1	135330	136310	-	OPIPON_00785	38.5	4.9		
contig_1	136311	137042	-	OPIPON_00790	27.5	5.0		
contig_1	137137	138933	-	OPIPON_00795	70.2	9.6	PF00078.30|RVT_1	PFAM:PF00078.30
contig_1	139540	140553	-	OPIPON_00800	40.2	5.8		
contig_1	140609	140797	-	OPIPON_00805	7.6	9.6		
contig_1	140814	141824	-	OPIPON_00810	39.9	5.7		
contig_1	141848	142564	-	OPIPON_00815	28.1	6.8		
contig_1	142584	143471	-	OPIPON_00820	34.4	5.0		
contig_1	143544	146306	-	OPIPON_00825	107.2	4.8		
contig_1	146329	146934	-	OPIPON_00830	23.5	8.4		
contig_1	146921	147676	-	OPIPON_00835	29.8	9.0		
contig_1	147699	148436	-	OPIPON_00840	28.7	9.7		
contig_1	148561	149370	-	OPIPON_00845	31.1	4.2		
contig_1	151068	151736	-	OPIPON_00855	26.4	5.8		
contig_1	151755	152093	-	OPIPON_00860	13.5	9.5		
contig_1	152175	153488	-	OPIPON_00865	51.1	5.3	PF00623.23|RNA_pol_Rpb1_2	PFAM:PF00623.23
contig_1	153495	153782	-	OPIPON_00870	11.2	5.5		
contig_1	153807	155363	-	OPIPON_00875	60.4	9.1		
contig_1	155486	155779	+	OPIPON_00880	11.6	9.7	PF00216.24|Bac_DNA_binding	PFAM:PF00216.24
contig_1	155823	156152	-	OPIPON_00885	12.6	4.7		
contig_1	156212	157390	-	OPIPON_00890	NA	5.1		
contig_1	157493	158260	-	OPIPON_00895	29.4	5.7	PF01653.21|DNA_ligase_aden	PFAM:PF01653.21
contig_1	158293	158637	-	OPIPON_00900	13.3	7.8		
contig_1	158735	159049	-	OPIPON_00905	11.8	4.4		
contig_1	159450	161213	-	OPIPON_00910	68.7	5.6	PF00562.31|RNA_pol_Rpb2_6	PFAM:PF00562.31
contig_1	161322	162593	-	OPIPON_00915	47.1	5.3	PF06745.16|ATPase	PFAM:PF06745.16
contig_1	162807	163388	-	OPIPON_00920	23.0	4.8		
contig_1	163475	163828	+	OPIPON_00925	12.9	9.5		
contig_1	164430	166178	-	OPIPON_00930	69.2	5.7		
contig_1	166346	166642	-	OPIPON_00935	11.5	9.6		
contig_1	166771	167052	-	OPIPON_00940	10.7	9.5		
contig_1	167268	167495	+	OPIPON_00945	8.8	9.2		
contig_1	167485	167760	+	OPIPON_00950	10.7	5.3		
contig_1	167817	168194	+	OPIPON_00955	14.5	5.3		
contig_1	168197	170518	+	OPIPON_00960	89.1	6.4	PF00204.28|DNA_gyraseB, PF02518.29|HATPase_c	PFAM:PF00204.28, PFAM:PF02518.29
contig_1	170597	173026	+	OPIPON_00965	92.0	8.6	PF03989.16|DNA_gyraseA_C	PFAM:PF03989.16
contig_1	173590	174195	+	OPIPON_00975	21.9	10.0	PF01476.23|LysM, PF08239.14|SH3_3	PFAM:PF01476.23, PFAM:PF08239.14
contig_1	174285	175445	+	OPIPON_00980	45.3	9.2		
contig_1	175517	175651	-	OPIPON_00985	5.0	4.6		
contig_1	175672	176463	-	OPIPON_00990	29.6	8.8		
contig_1	176516	177229	-	OPIPON_00995	27.9	9.2		
contig_1	177313	177594	-	OPIPON_01000	10.3	4.1		
contig_1	177631	178011	-	OPIPON_01005	15.0	5.3		
contig_1	178004	179449	-	OPIPON_01010	57.0	7.5		
contig_1	179430	180794	-	OPIPON_01015	53.8	9.4	PF00078.30|RVT_1	PFAM:PF00078.30
contig_1	182002	183987	-	OPIPON_01020	77.5	6.1		
contig_1	184042	185571	-	OPIPON_01025	59.9	9.1	PF00078.30|RVT_1	PFAM:PF00078.30
contig_1	185743	186273	-	OPIPON_01030	19.4	4.5		
contig_1	186298	186516	-	OPIPON_01035	8.5	5.6		
contig_1	186543	189104	-	OPIPON_01040	98.6	5.1	PF01471.21|PG_binding_1	PFAM:PF01471.21
contig_1	189117	190301	-	OPIPON_01045	45.7	5.0		
contig_1	190347	191765	-	OPIPON_01050	53.9	9.2		
contig_1	191785	192441	-	OPIPON_01055	25.0	9.3		
contig_1	192519	193664	-	OPIPON_01060	43.1	6.9		
contig_1	193639	194367	-	OPIPON_01065	27.4	4.7		
contig_1	194416	197712	-	OPIPON_01070	123.5	4.3		
contig_1	197806	201180	-	OPIPON_01075	130.7	4.9		
contig_1	201260	202183	-	OPIPON_01080	35.3	9.4		
contig_1	202355	202873	+	OPIPON_01085	19.9	4.4		
contig_1	202938	204062	+	OPIPON_01090	44.3	4.8		
contig_1	204109	205881	+	OPIPON_01095	68.1	4.9	PF03796.18|DnaB_C, PF20307.1|divDNAB	PFAM:PF03796.18, PFAM:PF20307.1
contig_1	205939	206769	-	OPIPON_01100	32.1	4.9		
contig_1	206801	209740	-	OPIPON_01105	112.9	4.7		
contig_1	209764	210576	-	OPIPON_01110	30.7	5.1		
contig_1	210586	210774	-	OPIPON_01115	7.3	9.7		
contig_1	211406	212656	+	OPIPON_01120	47.6	9.1		
contig_1	212679	213866	+	OPIPON_01125	44.4	8.8		
contig_1	213916	215148	-	OPIPON_01130	47.1	4.8		
contig_1	215266	216414	+	OPIPON_01135	45.4	6.0		
contig_1	216484	216879	-	OPIPON_01140	15.5	5.6		
contig_1	216958	218106	-	OPIPON_01145	44.7	5.7		
contig_1	218247	218768	-	OPIPON_01150	20.6	10.2		
contig_1	219121	220857	-	OPIPON_01155	65.7	5.0		
contig_1	221126	222094	-	OPIPON_01160	38.4	9.9		
contig_1	222060	222689	-	OPIPON_01165	24.8	9.4	PF00239.24|Resolvase	PFAM:PF00239.24
