Node_ID	Description	Lowest Taxa	Colour (Lowest taxa)
MF893341	Ralstonia phage RPSC1	Stompelvirus	#C5A368
MG748548	Escherichia phage EP335	Kuravirus	#E31817
MG748547	Escherichia phage EP75	Kuttervirus	#2D1BBB
MF418016	Bacillus phage vB_BceM-HSE3	Unclassified	#D3D3D3
MG022440	Phage 206	Vequintavirus	#2E525C
MG022439	Phage 203	Vequintavirus	#2E525C
MG020111	Lactobacillus phage Lb	Heilongjiangvirus	#41C16C
AP014888	Vibrio phage CKB-S2	Unclassified	#D3D3D3
AP014887	Vibrio phage CKB-S1	Unclassified	#D3D3D3
AP014858	Vibrio phage RYC	Unclassified	#D3D3D3
MH133207	Acinetobacter phage vB_AbaM_B9	Unclassified	#D3D3D3
MF740800	Salmonella phage vB_SenM_PA13076	Rosemountvirus	#B9EF85
KR296684	Salmonella phage 19	Unclassified	#D3D3D3
KR296685	Salmonella phage 21	Unclassified	#D3D3D3
KR296693	Salmonella phage 39	Unclassified	#D3D3D3
KR296695	Salmonella phage 41	Unclassified	#D3D3D3
MF443784	Metallosphaera turreted icosahedral virus	Unclassified	#D3D3D3
MF443783	Metallosphaera turreted icosahedral virus	Unclassified	#D3D3D3
MH220877	Oenococcus phage phiOE33PA	Unclassified	#D3D3D3
LT999987	Pseudomonas phage vB_PaeS_PAO1_HW12	Casadabanvirus	#42C7E8
LT996082	Bacteriophage sp.	Unclassified	#D3D3D3
LT996081	Bacteriophage sp.	Unclassified	#D3D3D3
LT996080	Bacteriophage sp.	Unclassified	#D3D3D3
LT996079	Bacteriophage sp.	Unclassified	#D3D3D3
LT996078	Bacteriophage sp.	Unclassified	#D3D3D3
LT996077	Bacteriophage sp.	Unclassified	#D3D3D3
LT996076	Bacteriophage sp.	Unclassified	#D3D3D3
LT996075	Bacteriophage sp.	Unclassified	#D3D3D3
LT996074	Bacteriophage sp.	Unclassified	#D3D3D3
LT996073	Bacteriophage sp.	Unclassified	#D3D3D3
LT996072	Bacteriophage sp.	Unclassified	#D3D3D3
LT993247	Bacteriophage sp.	Unclassified	#D3D3D3
LT993229	Bacteriophage sp.	Unclassified	#D3D3D3
LT993227	Bacteriophage sp.	Unclassified	#D3D3D3
LT993225	Bacteriophage sp.	Unclassified	#D3D3D3
LT993224	Bacteriophage sp.	Unclassified	#D3D3D3
LT985593	Bacteriophage sp.	Unclassified	#D3D3D3
LT985592	Bacteriophage sp.	Unclassified	#D3D3D3
LT985591	Bacteriophage sp.	Unclassified	#D3D3D3
LT985590	Bacteriophage sp.	Unclassified	#D3D3D3
LT985589	Bacteriophage sp.	Unclassified	#D3D3D3
LT985588	Bacteriophage sp.	Unclassified	#D3D3D3
LT985587	Bacteriophage sp.	Unclassified	#D3D3D3
LT985586	Bacteriophage sp.	Unclassified	#D3D3D3
LT985585	Bacteriophage sp.	Unclassified	#D3D3D3
LT985584	Bacteriophage sp.	Unclassified	#D3D3D3
LT985583	Bacteriophage sp.	Unclassified	#D3D3D3
LT985582	Bacteriophage sp.	Unclassified	#D3D3D3
LT985581	Bacteriophage sp.	Unclassified	#D3D3D3
LT985580	Bacteriophage sp.	Unclassified	#D3D3D3
LT985579	Bacteriophage sp.	Unclassified	#D3D3D3
LT985578	Bacteriophage sp.	Unclassified	#D3D3D3
LT985577	Bacteriophage sp.	Unclassified	#D3D3D3
LT985576	Bacteriophage sp.	Unclassified	#D3D3D3
LT985575	Bacteriophage sp.	Unclassified	#D3D3D3
LT985574	Bacteriophage sp.	Unclassified	#D3D3D3
LT985573	Bacteriophage sp.	Unclassified	#D3D3D3
LT985572	Bacteriophage sp.	Unclassified	#D3D3D3
LT985571	Bacteriophage sp.	Unclassified	#D3D3D3
LT985570	Bacteriophage sp.	Unclassified	#D3D3D3
LT985569	Bacteriophage sp.	Unclassified	#D3D3D3
LT985568	Bacteriophage sp.	Unclassified	#D3D3D3
LT992259	Yersinia phage fEV-1	Unclassified	#D3D3D3
LT986678	Poophage MBI-2016a	Microviridae	#BE7DCB
LT961732	Escherichia phage SECphi27	Warwickvirus	#4D4AD7
LT960610	Bacillus phage SBSphiC	Spounavirinae	#A62FBF
LT960609	Escherichia phage SECphi18	Dhillonvirus	#91B4F0
LT960608	Bacillus phage SBSphiJ	Nitunavirus	#7ACD34
LT960607	Escherichia phage SECphi17	Bullavirinae	#1B9DDA
LT907986	Escherichia phage vB_Eco_SLUR25	Seuratvirus	#660281
LT962907	Yersinia phage fPS-10	Helsettvirus	#B4EF4D
LT962906	Yersinia phage fPS16	Helsettvirus	#B4EF4D
LT962475	Yersinia phage fPS-54-ocr	Helsettvirus	#B4EF4D
LT962380	Yersinia phage fPS-85	Helsettvirus	#B4EF4D
LT962379	Yersinia phage fPS-53	Helsettvirus	#B4EF4D
LT961846	Yersinia phage fPS-64	Helsettvirus	#B4EF4D
LT961845	Yersinia phage fPS-59	Helsettvirus	#B4EF4D
LT961844	Yersinia phage fPS-21	Helsettvirus	#B4EF4D
LT961843	Yersinia phage fPS-50	Helsettvirus	#B4EF4D
LT961842	Yersinia phage fPS-86	Helsettvirus	#B4EF4D
LT961841	Yersinia phage fPS-89	Helsettvirus	#B4EF4D
LT961840	Yersinia phage fPS-7	Helsettvirus	#B4EF4D
LT961838	Yersinia phage fPS-19	Helsettvirus	#B4EF4D
LT961837	Yersinia phage fPS-52	Helsettvirus	#B4EF4D
LT961836	Yersinia phage fPS-26	Helsettvirus	#B4EF4D
LT960606	Yersinia phage fPS-9	Helsettvirus	#B4EF4D
LT960552	Yersinia phage fHe-Yen9-03	Eneladusvirus	#32A7D7
LT960551	Yersinia phage fHe-Yen9-04	Eneladusvirus	#32A7D7
LT898437	Emesvirus zinderi	Emesvirus	#016A5E
LT607758	Klebsiella phage PMBT1	Slopekvirus	#D2B73A
LT600745	Clostridium phage HM2	Unclassified	#D3D3D3
LT598654	Phage NCTB	Unclassified	#D3D3D3
LT594300	Escherichia phage LM33_P1	Kayfunavirus	#A09B04
LN890663	Acinetobacter phage Loki	Lokivirus	#3DBD51
LN885237	Lactobacillus phage EV3	Unclassified	#D3D3D3
KJ174318	Salmonella phage vB-SalM-SJ3	Kuttervirus	#2D1BBB
KF806589	Erwinia phage Ea35-70	Agricanvirus	#AE876A
AP018715	Enterococcus phage phiM1EF22	Kochikohdavirus	#5FE90F
AP018714	Enterococcus phage phiEF17H	Kochikohdavirus	#5FE90F
MH023293	Escherichia phage vB_EcoS Sa179lw	Buchananvirus	#464E2E
MG973030	Erwinia phage vB_EamM-Bue1	Nezavisimistyvirus	#DBBE64
KY971611	Pseudomonas phage PspYZU08	Pijolavirus	#C54ECD
KY971610	Pseudomonas phage PspYZU05	Jiangsuvirus	#23CB6F
KY971609	Pseudomonas phage PspYZU01	Phobosvirus	#7A7A89
MH221128	Salmonella phage STsAS	Seoulvirus	#501ED0
MH243438	Escherichia phage vB_EcoM_NBG1	Mosigvirus	#3CE872
MG251392	Salmonella virus VSe102	Felixounavirus	#84F82A
MG251391	Salmonella virus VSe11	Felixounavirus	#84F82A
KY575286	Klebsiella phage SH-Kp 160016	Webervirus	#C82495
KY450753	Klebsiella phage SH-Kp 152234	Przondovirus	#746C78
KX278419	Pectobacterium phage PP90	Phimunavirus	#FA2BD4
MF044458	Escherichia phage ST32	Carltongylesvirus	#930F22
MF101922	Ruegeria phage DSS3-P22	Microviridae	#BE7DCB
MF098558	Pseudoalteromonas phage KB12-38	Unclassified	#D3D3D3
MH203051	Escherichia phage Gostya9	Tequintavirus	#15861C
MH191398	Erwinia phage Faunus	Faunusvirus	#6BF608
MH341453	Listeria phage PSU-VKH-LP041	Unclassified	#D3D3D3
MH341452	Listeria phage PSU-VKH-LP040	Unclassified	#D3D3D3
MH341451	Listeria phage PSU-VKH-LP019	Unclassified	#D3D3D3
MH000604	Streptococcus phage D1811	Moineauvirus	#B0DD56
MH000603	Streptococcus phage D1024	Moineauvirus	#B0DD56
MH000602	Streptococcus phage D5842	Moineauvirus	#B0DD56
KY984068	Erwinia phage vB_EamM_Y3	Sasquatchvirus	#4FA4FF
MH243439	Escherichia phage vB_EcoM_NBG2	Tequatrovirus	#E54147
MG596800	Pseudomonas phage PMBT14	Knuthellervirus	#2B6C25
KY514265	Pectobacterium phage vB_PatP_CB3	Cbunavirus	#3865D1
KY514264	Pectobacterium phage vB_PatP_CB1	Cbunavirus	#3865D1
KY549659	Pectobacterium phage vB_PatP_CB4	Cbunavirus	#3865D1
MG966531	Escherichia phage Ebrios	Teseptimavirus	#B8F579
MG986485	Escherichia phage SH2026Stx1	Traversvirus	#7B047D
MF034659	Pasteurella phage vB_PmuP_PHB02	Wuhanvirus	#363695
KX587949	Klebsiella phage phiKpS2	Drulisvirus	#32F2B2
KY926791	Salmonella phage SE1 (in:Nonagvirus)	Nonagvirus	#55D0B3
DQ003260	Salmonella phage SE1 (in:P22virus)	Lederbergvirus	#822C8B
MH179477	Aeromonas phage 60AhydR15PP	Tulanevirus	#2CFC5A
MH179480	Pseudomonas phage 98PfluR60PP	Littlefixvirus	#BCE692
MH179471	Aeromonas phage 14AhydR10PP	Unclassified	#D3D3D3
MH203384	Enterococcus phage vB_EfaS_AL2	Efquatrovirus	#E90044
MH179479	Aeromonas phage 85AhydR10PP	Unclassified	#D3D3D3
MH179476	Aeromonas phage 50AhydR13PP	Tulanevirus	#2CFC5A
MH179474	Aeromonas phage 62AhydR11PP	Unclassified	#D3D3D3
MH179470	Aeromonas phage 13AhydR10PP	Unclassified	#D3D3D3
LC348380	Escherichia phage T2	Tequatrovirus	#E54147
LC348379	Escherichia phage PP01	Tequatrovirus	#E54147
MH105080	Marinomonas phage YY	Corticoviridae	#62A757
MF155889	Affertcholeramvirus CTXphi	Affertcholeramvirus	#C87C0A
MH059638	Pectobacterium phage Nepra	Cbunavirus	#3865D1
MH059633	Xanthomonas phage Carpasina	Carpasinavirus	#9040A7
MH193369	Enterococcus phage LY0322	Efquatrovirus	#E90044
MH051918	Escherichia phage vB_EcoS_IME347	Badaguanvirus	#21CF23
MH051917	Enterobacteria phage vB_EcoM_IME341	Dhakavirus	#0552BB
MH051916	Enterobacteria phage vB_EcoM_IME340	Tequatrovirus	#E54147
MH051915	Enterobacteria phage vB_EcoM_IME339	Tequatrovirus	#E54147
MH051914	Enterobacteria phage vB_EcoM_IME338	Felixounavirus	#84F82A
MH051913	Enterobacteria phage vB_EcoM_IME281	Dhakavirus	#0552BB
MH051912	Enterobacteria phage vB_EcoS_IME167	Tunavirus	#E8EB01
MH051911	Enterobacteria phage vB_EcoS_IME18	Tunavirus	#E8EB01
MH128984	Burkholderia phage vB_BmuP_KL4	Kelquatrovirus	#44FC2E
MH105773	Vibrio phage Rostov 6	Enhodamvirus	#B6A368
MH113815	Pseudomonas phage Alpheus	Uliginvirus	#B847FE
MH113814	Pseudomonas phage Achelous	Uliginvirus	#B847FE
MH113813	Pseudomonas phage Nerthus	Uliginvirus	#B847FE
MH113812	Pseudomonas phage Njord	Uliginvirus	#B847FE
MH059635	Dickeya phage Amaethon	Unclassified	#D3D3D3
MH059634	Dickeya phage Sucellus	Unclassified	#D3D3D3
MH107246	Synechococcus phage S-B64	Shandvirus	#8D5612
KY379511	Pseudoalteromonas phage PHS21	Unclassified	#D3D3D3
KX987999	Bacillus phage BCP12	Tsarbombavirus	#04A1A6
KX257490	Pseudoalteromonas virus vB_PspP-H6/1	Unclassified	#D3D3D3
MG710484	Bacillus phage BtiUFT6.51-F	Camtrevirus	#5A2494
MG656408	Staphylococcus phage B1	Kayvirus	#3E7B70
MF405094	Staphylococcus phage JA1	Kayvirus	#3E7B70
KY448244	Erwinia phage vB_EamM_Yoloswag	Yoloswagvirus	#2A7B98
LT986460	Pseudomonas phage GP100	Zobellviridae	#8FB160
MG793454	Mycobacterium phage SWU2	Timshelvirus	#CB1ED4
MH107770	Pseudomonas phage vB_PaeP_130_113	Phikmvvirus	#456561
MH107769	Staphylococcus phage vB_SauM_0414_108	Kayvirus	#3E7B70
MG966533	Pseudoalteromonas phage Cr39582	Corticovirus	#1C400F
MG652450	Ralstonia phage RsoP1IDN	Higashivirus	#D87F44
HE956708	Yersinia phage phiR2-01	Epseptimavirus	#176BE6
KY914478	Escherichia phage ArgO145	Oslovirus	#4ABC37
MG775042	Citrobacter phage vB_CroP_CrRp3	Vectrevirus	#74B9CA
MG775043	Citrobacter phage vB_CroM_CrRp10	Tequatrovirus	#E54147
MF547663	Clostridioides phage LIBA2945	Unclassified	#D3D3D3
MF547662	Clostridioides phage LIBA6276	Unclassified	#D3D3D3
KU747973	Pseudoalteromonas phage vB_PspS-H40/1	Unclassified	#D3D3D3
MG018929	Pseudomonas phage uligo	Uliginvirus	#B847FE
MG727702	Paenibacillus phage Likha	Fernvirus	#D55ABF
MG727700	Paenibacillus phage Tadhana	Fernvirus	#D55ABF
MG727699	Paenibacillus phage Pagassa	Fernvirus	#D55ABF
MG727696	Paenibacillus phage Kiel007	Fernvirus	#D55ABF
MG727695	Paenibacillus phage BN12	Fernvirus	#D55ABF
MG727698	Paenibacillus phage PBL1c	Fernvirus	#D55ABF
MG727697	Paenibacillus phage Dragolir	Dragolirvirus	#3BBC4B
MG775261	Pseudomonas phage PollyC	Pollyceevirus	#CFDBE2
MG775260	Pseudomonas phage Littlefix	Littlefixvirus	#BCE692
MG775259	Pseudomonas phage Bjorn	Bjornvirus	#8518AA
MG775258	Pseudomonas phage Henninger	Ghunavirus	#B852BB
MG099933	Escherichia phage VB_EcoS-Golestan	Kagunavirus	#D7444B
MG676225	Aeromonas phage AhSzw-1	Shenzhenvirus	#E30987
MG676224	Aeromonas phage AhSzq-1	Shenzhenvirus	#E30987
MH107028	Campylobacter phage CP39	Fletchervirus	#48D92B
MH028956	Staphylococcus phage phiSA_BS2	Baoshanvirus	#25CE60
MG711516	Ralstonia phage RsoP1EGY	Gyeongsanvirus	#11F319
MG983840	Escherichia phage myPSH1131	Kuravirus	#E31817
MH102284	Salmonella phage vB_SenS_PHB07	Tlsvirus	#50B545
MG266157	Dickeya phage PP35	Limestonevirus	#D23D65
MF893340	Pseudomonas phage PPSC2	Otagovirus	#3503FD
KY744566	Pectobacterium phage POP72	Axomammavirus	#04C3F1
KY618819	Pseudomonas phage PAXYB1	Phikmvvirus	#456561
MG976803	Escherichia phage myPSH2311	Kuravirus	#E31817
MH042230	Acinetobacter phage vB_AbaP_D2	Friunavirus	#0D8756
MH078572	Staphylococcus phage phiSA_BS1	Baoshanvirus	#25CE60
MG972768	Klebsiella phage myPSH1235	Drulisvirus	#32F2B2
AP018361	Lactobacillus phage T25	Sukhumvitvirus	#B4248C
MG969427	Anoxybacillus phage A403	Tandoganvirus	#1C070C
MG969415	Salmonella phage GE_vB_TR	Lederbergvirus	#822C8B
MG969414	Salmonella phage GE_vB_NS7	Ounavirinae	#96CC89
MG969413	Salmonella phage GE_vB_N8	Tequintavirus	#15861C
MG969412	Salmonella phage GE_vB_N5	Tequintavirus	#15861C
MG969411	Salmonella phage GE_vB_MG	Seunavirus	#9089C9
MG969410	Salmonella phage GE_vB_M5	Jerseyvirus	#7B0230
MG969409	Salmonella phage GE_vB_M4	Jerseyvirus	#7B0230
MG969408	Salmonella phage GE_vB_HIL	Jerseyvirus	#7B0230
MG969407	Salmonella phage GE_vB_BS	Ounavirinae	#96CC89
MG969406	Salmonella phage GE_vB_B3	Ounavirinae	#96CC89
MG969405	Salmonella phage GE_vB_B1	Ounavirinae	#96CC89
MG969404	Salmonella phage GE_vB_7A	Felixounavirus	#84F82A
MG788324	Lactobacillus phage PM411	Unclassified	#D3D3D3
MG732930	Enterobacter phage Ec_L1	Eclunavirus	#6E342C
MF580775	Streptococcus phage V2	Moineauvirus	#B0DD56
MF580774	Streptococcus phage STP2	Moineauvirus	#B0DD56
MF580773	Streptococcus phage STP1	Moineauvirus	#B0DD56
MF580772	Streptococcus phage R1	Moineauvirus	#B0DD56
MF580771	Streptococcus phage MM25	Moineauvirus	#B0DD56
MF580770	Streptococcus phage M19	Moineauvirus	#B0DD56
MF580769	Streptococcus phage L5A1	Moineauvirus	#B0DD56
MF580768	Streptococcus phage C0	Moineauvirus	#B0DD56
MF580767	Streptococcus phage B5	Moineauvirus	#B0DD56
MF580766	Streptococcus phage B0	Moineauvirus	#B0DD56
MF580764	Streptococcus phage 31B4	Moineauvirus	#B0DD56
MF580763	Streptococcus phage 16B8	Moineauvirus	#B0DD56
MF580762	Streptococcus phage 9B4	Moineauvirus	#B0DD56
MF580761	Streptococcus phage 9A	Moineauvirus	#B0DD56
MF580759	Streptococcus phage 7A5	Moineauvirus	#B0DD56
MF580765	Streptococcus phage A0	Moineauvirus	#B0DD56
MF580760	Streptococcus phage 7T	Moineauvirus	#B0DD56
CP027117	Bacillus phage EZ-2018a	Jenstvirus	#58AD40
LN866626	Klebsiella phage vB_KpnP_KpV289	Przondovirus	#746C78
AJ748296	Sulfolobus islandicus rudivirus 1 variant XX	Icerudivirus	#D79E7E
MF774689	Salmonella phage SP1a	Tequintavirus	#15861C
MF774688	Salmonella phage SP1a	Tequintavirus	#15861C
MF774687	Salmonella phage SP1a	Tequintavirus	#15861C
MG963916	Escherichia phage PDX	Vequintavirus	#2E525C
MG941013	Actinomyces phage xhp1	Unclassified	#D3D3D3
MG897799	Pseudomonas phage vB_PaeM_LS1	Pbunavirus	#2B4FDE
MG812496	Gordonia phage SallySpecial	Unclassified	#D3D3D3
MG873442	Salmonella phage SE131	Unclassified	#D3D3D3
MG897800	Pseudomonas phage vB_PaeS_C1	Septimatrevirus	#6EB3D3
KY939598	Alteromonadaceae phage B23	Unclassified	#D3D3D3
MG894052	Klebsiella phage JY917	Webervirus	#C82495
MF288922	Bacillus phage Janet	Bastillevirus	#70FD0B
MF288921	Bacillus phage OTooleKemple52	Bastillevirus	#70FD0B
MF288919	Bacillus phage AaronPhadgers	Wphvirus	#5C5C6A
MF288918	Bacillus phage Bubs	Wphvirus	#5C5C6A
MF288917	Bacillus phage PPIsBest	Wphvirus	#5C5C6A
AP018375	Staphylococcus phage phiSA039	Kayvirus	#3E7B70
KY787213	Salmonella phage BSP101	Kuttervirus	#2D1BBB
KY787212	Salmonella phage BSP22A	Epseptimavirus	#176BE6
MG214783	Sinorhizobium phage HMSP1-Susan	Unclassified	#D3D3D3
MG845683	Pseudomonas phage phiNV3	Kirikabuvirus	#9C2C16
MG765274	Lactobacillus phage Maenad	Maenadvirus	#435AB4
MG833025	Escherichia phage T7	Teseptimavirus	#B8F579
MG957431	Vibrio phage Rostov-1	Chatterjeevirus	#268194
KY684082	Shigella phage SFN6B	Drulisvirus	#32F2B2
KY620117	Salmonella phage BSPM4	Chivirus	#9043A9
KY963424	Shigella phage SSP1	Tequintavirus	#15861C
MF775705	Lactococcus phage LP1502c	Skunavirus	#DCC5F5
MF775704	Lactococcus phage LP1502b	Skunavirus	#DCC5F5
MF775703	Lactococcus phage LP1502a	Skunavirus	#DCC5F5
MF775702	Lactococcus phage LP1407	Skunavirus	#DCC5F5
MF775701	Lactococcus phage LP1110	Skunavirus	#DCC5F5
MF775700	Lactococcus phage LP1011	Skunavirus	#DCC5F5
MF775699	Lactococcus phage LP1005	Skunavirus	#DCC5F5
MF775698	Lactococcus phage LP0903	Skunavirus	#DCC5F5
MF775697	Lactococcus phage LP0604	Skunavirus	#DCC5F5
MF775696	Lactococcus phage LP0509	Skunavirus	#DCC5F5
MF775695	Lactococcus phage LP0304	Skunavirus	#DCC5F5
MF775694	Lactococcus phage LP0212	Skunavirus	#DCC5F5
MF775693	Lactococcus phage LP0209	Skunavirus	#DCC5F5
MF775692	Lactococcus phage LP0202	Skunavirus	#DCC5F5
MF775691	Lactococcus phage LP0109	Skunavirus	#DCC5F5
MF775690	Lactococcus phage LP0004d	Skunavirus	#DCC5F5
MF775689	Lactococcus phage LP0004c	Skunavirus	#DCC5F5
MF775688	Lactococcus phage LP0004b	Skunavirus	#DCC5F5
MF775686	Lactococcus phage LP9908	Skunavirus	#DCC5F5
MF775685	Lactococcus phage LP9903	Skunavirus	#DCC5F5
MF775684	Lactococcus phage LP9801	Skunavirus	#DCC5F5
MF775683	Lactococcus phage LP9701	Skunavirus	#DCC5F5
MF775682	Lactococcus phage LP9609	Skunavirus	#DCC5F5
MF775681	Lactococcus phage LP9406	Skunavirus	#DCC5F5
MF775680	Lactococcus phage LP9405b	Skunavirus	#DCC5F5
MF775679	Lactococcus phage LP9405a	Skunavirus	#DCC5F5
MF775678	Lactococcus phage LP9404	Skunavirus	#DCC5F5
MF775677	Lactococcus phage LP9210	Skunavirus	#DCC5F5
MF775676	Lactococcus phage LP9207	Skunavirus	#DCC5F5
MF775675	Lactococcus phage LP9206c	Skunavirus	#DCC5F5
MF775674	Lactococcus phage LP9206b	Skunavirus	#DCC5F5
MF775673	Lactococcus phage LP9206a	Skunavirus	#DCC5F5
MF775672	Lactococcus phage LP9205b	Skunavirus	#DCC5F5
MF775671	Lactococcus phage LP9205a	Skunavirus	#DCC5F5
MF775670	Lactococcus phage LP9104	Skunavirus	#DCC5F5
MF775669	Lactococcus phage LP8511	Skunavirus	#DCC5F5
MF775687	Lactococcus phage LP0004a	Skunavirus	#DCC5F5
MF431741	Bacteriophage T5-like saus176N	Epseptimavirus	#176BE6
MF431740	Bacteriophage T5-like cott162	Epseptimavirus	#176BE6
MF431739	Bacteriophage T5-like chee158	Epseptimavirus	#176BE6
MF431738	Bacteriophage T5-like poul149	Epseptimavirus	#176BE6
MF431737	Escherichia phage saus132	Epseptimavirus	#176BE6
MF431736	Bacteriophage T5-like chee130_1	Epseptimavirus	#176BE6
MF431735	Bacteriophage T5-like poul124	Tequintavirus	#15861C
MF431734	Bacteriophage T5-like saus111K	Tequintavirus	#15861C
MF431733	Bacteriophage T5-like saus47N	Tequintavirus	#15861C
MF431732	Bacteriophage T5-like pork29	Tequintavirus	#15861C
MF431731	Bacteriophage T5-like pork27	Tequintavirus	#15861C
MF431730	Escherichia phage chee24	Tequintavirus	#15861C
MG766219	Staphylococcus phage vB_SauP_phiAGO1.9	Rosenblumvirus	#77C0BD
MG710528	Escherichia phage GER2	Oslovirus	#4ABC37
MG366115	Acinetobacter phage PBAB25	Lokivirus	#3DBD51
MG366114	Acinetobacter phage PBAB08	Unclassified	#D3D3D3
KU737350	Bacillus phage SageFayge	Wphvirus	#5C5C6A
LC371242	Escherichia phage EcS1	Kagamiyamavirus	#4ADF6D
MG025518	Gokushovirus MK-2017	Gokushovirus	#3FDD75
MG820644	Propionibacterium phage pa33	Pahexavirus	#3B5CB2
MG820643	Propionibacterium phage pa35	Pahexavirus	#3B5CB2
MG820642	Propionibacterium phage pa28	Pahexavirus	#3B5CB2
MG820641	Propionibacterium phage pa615	Pahexavirus	#3B5CB2
MG820640	Propionibacterium phage pa15	Pahexavirus	#3B5CB2
MG820639	Propionibacterium phage pa9-6919-4	Pahexavirus	#3B5CB2
MG820638	Propionibacterium phage pa6919-4	Pahexavirus	#3B5CB2
MG820637	Propionibacterium phage pa63	Pahexavirus	#3B5CB2
MG820636	Propionibacterium phage pa29399-1-D_2	Pahexavirus	#3B5CB2
MG820635	Propionibacterium phage pa29399-1-D_1	Pahexavirus	#3B5CB2
MG820634	Propionibacterium phage pa27	Pahexavirus	#3B5CB2
MG820633	Propionibacterium phage pa59	Pahexavirus	#3B5CB2
MG820632	Propionibacterium phage pa310	Pahexavirus	#3B5CB2
MG820645	Propionibacterium phage pa3-SS3	Pahexavirus	#3B5CB2
MF490241	Pseudomonas phage vB_PaeM_E215	Pbunavirus	#2B4FDE
MF490240	Pseudomonas phage vB_PaeM_E217	Pbunavirus	#2B4FDE
MF490239	Pseudomonas phage vB_PaeS_S218	Yuavirus	#DCAD7D
MF490238	Pseudomonas phage vB_PaeP_DEV	Litunavirus	#12E8D9
MF490237	Pseudomonas phage vB_PaeP_E220	Hollowayvirus	#52DEB9
MF490236	Pseudomonas phage vB_PaeP_PYO2	Litunavirus	#12E8D9
HG792103	Escherichia phage P8983	Oslovirus	#4ABC37
MG845684	Pseudomonas phage NV1	Vicosavirus	#3E84B4
MG845865	Escherichia phage YZ1	Kayfunavirus	#A09B04
MF403009	Agrobacterium phage Atu_ph08	Unclassified	#D3D3D3
MF403008	Agrobacterium phage Atu_ph07	Polybotosvirus	#8CCFCF
MF403007	Agrobacterium phage Atu_ph04	Unclassified	#D3D3D3
MF403006	Agrobacterium phage Atu_ph03	Atuphduovirus	#F85762
MF403005	Agrobacterium phage Atu_ph02	Atuphduovirus	#F85762
CP018841	Staphylococcus phage HOB 14.1.R1	Unclassified	#D3D3D3
AP018476	Mycobacterium phage C3	Fromanvirus	#A65CE4
AP018471	Mycobacterium phage Y10	Fionnbharthvirus	#4F4993
AP018469	Mycobacterium phage Y10	Fionnbharthvirus	#4F4993
MF327006	Shigella phage Sf20	Krischvirus	#FCE585
MF327007	Shigella phage Sf21	Tequatrovirus	#E54147
MF327009	Shigella phage Sf25	Tequatrovirus	#E54147
MF327008	Shigella phage Sf24	Tequatrovirus	#E54147
MF327004	Shigella phage Sf17	Mooglevirus	#BF5FD6
MF327003	Shigella phage Sf14	Mooglevirus	#BF5FD6
MG835858	Klebsiella phage KPN N98	Yonseivirus	#86306F
MG832642	Escherichia phage HZ2R8	Teseptimavirus	#B8F579
MG711460	Faecalibacterium phage FP_Mushu	Mushuvirus	#60279E
MG835450	Pontimonas phage phiPsal1	Unclassified	#D3D3D3
MG765276	Lactobacillus phage Nyseid	Lenusvirus	#45B247
MG770897	Staphylococcus phage SH-St 15644	Triavirus	#DD86DC
MG770379	Klebsiella phage vB_KpnM_KpS110	Taipeivirus	#ACFAAB
MG763894	Bacillus phage HonestAbe	Wphvirus	#5C5C6A
MG744354	Lactobacillus phage Satyr	Maenadvirus	#435AB4
MG736918	Erwinia phage vB_EamP-S2	Eracentumvirus	#E93A20
MG721208	Staphylococcus phage vB_SauM_LM12	Kayvirus	#3E7B70
MG711467	Faecalibacterium phage FP_Taranis	Taranisvirus	#2D5440
MG711466	Faecalibacterium phage FP_Toutatis	Toutatisvirus	#7DFD59
MG711465	Faecalibacterium phage FP_Brigit	Brigitvirus	#D0FCFD
MG711464	Faecalibacterium phage FP_Lugh	Lughvirus	#68AA17
MG711463	Faecalibacterium phage FP_oengus	Oengusvirus	#7BC5F3
MG711462	Faecalibacterium phage FP_Epona	Eponavirus	#70DA7F
MG711461	Faecalibacterium phage FP_Lagaffe	Lagaffevirus	#5E9542
MF327005	Shigella phage Sf19	Mooglevirus	#BF5FD6
MG708276	Enterococcus phage PMBT2	Efquatrovirus	#E90044
MG189906	Stenotrophomonas phage vB_SmaS_DLP_5	Delepquintavirus	#5D746E
KU245542	Pseudomonas phage SM1	Samunavirus	#F1BD98
CP017837	Proteobacteria phage MWH-Nonnen-W8red 2	Unclassified	#D3D3D3
KX130863	Shigella phage SHSML-45	Tequintavirus	#15861C
CP017838	Proteobacteria phage MWH-Nonnen-W8red 1	Unclassified	#D3D3D3
MF276773	Erwinia phage EtG	Eganvirus	#830D62
MF768470	Pseudomonas phage SL1	Pbunavirus	#2B4FDE
MF768469	Pseudomonas phage SL4	Bruynoghevirus	#B6B8EA
AP018487	Mycobacterium phage HC	Brujitavirus	#D86D7E
AP018486	Mycobacterium phage PP	Sagamiharavirus	#35D378
AP018485	Mycobacterium phage B1	Veracruzvirus	#646DDF
MG766218	Staphylococcus phage vB_SauP_phiAGO1.3	Rosenblumvirus	#77C0BD
MG592672	Vibrio phage 3.058.O._10N.286.46.B8	Unclassified	#D3D3D3
MG592671	Vibrio phage 2.275.O._10N.286.54.E11	Unclassified	#D3D3D3
MG592670	Vibrio phage 2.159.B._10N.261.46.F12	Unclassified	#D3D3D3
MG592669	Vibrio phage 2.159.A._10N.261.46.F12	Unclassified	#D3D3D3
