Node_ID	Description	Family	Colour (Family)
OX241567	Vibrio phage 237E40-1	Unclassified	#D3D3D3
OX241566	Vibrio phage 137E35-1	Unclassified	#D3D3D3
OX241563	Vibrio phage 382E49-1	Unclassified	#D3D3D3
OX241562	Vibrio phage 150E35-1	Unclassified	#D3D3D3
OX241561	Vibrio phage 489E54-1	Unclassified	#D3D3D3
OX241560	Vibrio phage 177E37-1	Zobellviridae	#4CEBB1
OX241559	Vibrio phage 468E53-1	Zobellviridae	#4CEBB1
OX241558	Vibrio phage 511E55-1	Unclassified	#D3D3D3
OX241557	Vibrio phage 466E53-1	Unclassified	#D3D3D3
OX241556	Vibrio phage 141E35-1	Unclassified	#D3D3D3
OX241555	Vibrio phage 142E35-1	Unclassified	#D3D3D3
OX241504	Vibrio phage 413E50-1	Zobellviridae	#4CEBB1
OX241501	Vibrio phage 405E50-1	Zobellviridae	#4CEBB1
OX241498	Vibrio phage 455E52-1	Unclassified	#D3D3D3
OX241494	Vibrio phage 417E50-1	Unclassified	#D3D3D3
OX241464	Vibrio phage 277E43-1	Unclassified	#D3D3D3
OX241455	Vibrio phage 501E54-1	Unclassified	#D3D3D3
OX241449	Vibrio phage 416E50-1	Unclassified	#D3D3D3
OX241448	Vibrio phage 284E43-1	Unclassified	#D3D3D3
OX241447	Vibrio phage 409E50-1	Zobellviridae	#4CEBB1
OX241446	Vibrio phage 402E50-1	Zobellviridae	#4CEBB1
OX241445	Vibrio phage 384E50-1	Zobellviridae	#4CEBB1
OX241444	Vibrio phage 496E54-1	Unclassified	#D3D3D3
OX241443	Vibrio phage 199E37-1	Unclassified	#D3D3D3
OX241442	Vibrio phage 495E54-1	Unclassified	#D3D3D3
OX241441	Vibrio phage 22O28-1	Unclassified	#D3D3D3
OX241438	Vibrio phage 191E37-1	Unclassified	#D3D3D3
OX241437	Vibrio phage 424E50-1	Unclassified	#D3D3D3
OX241436	Vibrio phage 521E56-1	Zobellviridae	#4CEBB1
OX241435	Vibrio phage 464E53-1	Zobellviridae	#4CEBB1
OX241434	Vibrio phage 168E36-1	Unclassified	#D3D3D3
OX241432	Vibrio phage 131E34-1	Unclassified	#D3D3D3
OX241431	Vibrio phage 448O51-1	Unclassified	#D3D3D3
OX241430	Vibrio phage 434O48-1	Unclassified	#D3D3D3
OX241429	Vibrio phage 115E34-1	Unclassified	#D3D3D3
OX241428	Vibrio phage 121E34-1	Unclassified	#D3D3D3
OX241427	Vibrio phage 141O35-1	Unclassified	#D3D3D3
OX241426	Vibrio phage 456E52-1	Unclassified	#D3D3D3
OX241425	Vibrio phage 236O40-1	Unclassified	#D3D3D3
OX241423	Vibrio phage 249E41-1	Unclassified	#D3D3D3
ON287377	Serratia phage vB_SmaP-Kaonashi	Autographiviridae	#26AD98
ON456356	Mycobacterium phage Yorick	Unclassified	#D3D3D3
ON456354	Microbacterium phage JasperRussell	Unclassified	#D3D3D3
ON456353	Mycobacterium Phage Rosmarinus	Unclassified	#D3D3D3
ON456352	Gordonia phage Widow	Unclassified	#D3D3D3
ON456351	Mycobacterium Phage Sunflower1121	Unclassified	#D3D3D3
ON456347	Gordonia phage Finkle	Unclassified	#D3D3D3
ON456346	Microbacterium phage Birdfeeder	Unclassified	#D3D3D3
ON456344	Mycobacterium phage Mikro	Unclassified	#D3D3D3
ON456341	Streptomyces phage HFrancette	Unclassified	#D3D3D3
ON456339	Mycobacterium Phage Topper	Unclassified	#D3D3D3
ON456332	Mycobacterium phage Virgeve	Unclassified	#D3D3D3
ON456330	Mycobacterium phage MelsMeow	Unclassified	#D3D3D3
ON881905	Klebsiella phage vB_KpnS-VAC111	Drexlerviridae	#86048D
OM258170	Escherichia phage ZL19	Drexlerviridae	#86048D
JQ245707	Cyanophage S-TIM5	Unclassified	#D3D3D3
BK061312	Mycobacterium phage prophiFSQJ01-1	Unclassified	#D3D3D3
BK061311	Mycobacterium phage prophiFSIL01-1	Unclassified	#D3D3D3
BK061310	Mycobacterium phage prophiFVLQ01-1	Unclassified	#D3D3D3
BK061309	Mycobacterium phage McProf	Unclassified	#D3D3D3
BK061308	Mycobacterium phage prophiFSAT01-1	Unclassified	#D3D3D3
ON529854	Janthinobacterium phage vB_JliS-Donnerlittchen	Mesyanzhinovviridae	#2369F4
ON239132	Escherichia phage S192	Unclassified	#D3D3D3
ON239131	Escherichia phage S164	Peduoviridae	#320B0F
ON464735	Vibrio phage ICP3	Autographiviridae	#26AD98
ON464736	Vibrio phage ICP3	Autographiviridae	#26AD98
ON637170	Klebsiella phage vB_KpnS_Uniso31	Demerecviridae	#EABE70
ON637251	Escherichia phage 6947	Unclassified	#D3D3D3
ON637250	Escherichia phage 6925	Autographiviridae	#26AD98
MW221967	Staphylococcus phage PMBT9	Unclassified	#D3D3D3
MH444512	Bifidobacterium phage PMBT6	Unclassified	#D3D3D3
MG913376	Lactobacillus phage PMBT4	Unclassified	#D3D3D3
MG596799	Pseudomonas phage PMBT3	Unclassified	#D3D3D3
ON782130	Salmonella phage vB_Sal_PHB48	Unclassified	#D3D3D3
ON529866	Brevundimonas phage vB_BpoS-MaInes	Unclassified	#D3D3D3
ON529865	Brevundimonas phage vB_BpoS-StAshley	Unclassified	#D3D3D3
ON529858	Brevundimonas phage vB_BgoS-Bajun	Unclassified	#D3D3D3
ON529853	Brevundimonas phage vB_BpoS-Bambus	Unclassified	#D3D3D3
ON529851	Brevundimonas phage vB_BpoS-Marchewka	Unclassified	#D3D3D3
ON529850	Brevundimonas phage vB_BpoS-Gurke	Unclassified	#D3D3D3
ON005621	Stenotrophomonas phage A1432	Mesyanzhinovviridae	#2369F4
OM953433	Shigella phage Henu11	Unclassified	#D3D3D3
ON807605	Phage vB_KsaM-C1	Unclassified	#D3D3D3
ON712643	Pectobacterium phage vB_PcaM_P7_Pc	Unclassified	#D3D3D3
MZ570263	Cytobacillus phage Bfsp1	Salasmaviridae	#91F04E
ON190025	Vibrio phage PVA23	Straboviridae	#E82358
ON190024	Vibrio phage PVA8	Straboviridae	#E82358
ON853583	Serratia phage MQ-4	Unclassified	#D3D3D3
ON866946	Staphylococcus phage LSA2311	Herelleviridae	#EA8B1A
LC644557	Tetragenococcus phage phiWJ7	Rountreeviridae	#3E1492
MW822601	Synechococcus phage S-SRP02	Autographiviridae	#26AD98
ON325435	Staphylococcus phage CUB-EPI_14	Unclassified	#D3D3D3
ON720977	Salmonella phage GRNsp50	Unclassified	#D3D3D3
ON720976	Salmonella phage GRNsp27	Unclassified	#D3D3D3
ON720975	Salmonella phage GRNsp7	Straboviridae	#E82358
ON758385	Xanthomonas phage BUDD	Unclassified	#D3D3D3
MT889393	Gordonia phage NovumRegina	Zierdtviridae	#D5465B
OM262540	Escherichia phage vB_EcoS_L-h 1M	Unclassified	#D3D3D3
OL770108	Escherichia phage CLB_P3	Drexlerviridae	#86048D
OL770107	Escherichia phage CLB_P2	Straboviridae	#E82358
OM065843	Klebsiella phage vB_KpnS-KLPN8	Drexlerviridae	#86048D
OM065842	Klebsiella phage vB_KvaS-KLPN7	Drexlerviridae	#86048D
OM065841	Klebsiella phage vB_KvaS-KLPN6	Drexlerviridae	#86048D
OM065840	Klebsiella phage vB_KvaS-KLPN5	Drexlerviridae	#86048D
OM065839	Klebsiella phage vB_KpnS-KLPN4	Drexlerviridae	#86048D
OM065838	Klebsiella phage vB_KpnS-KLPN3	Drexlerviridae	#86048D
OM065837	Klebsiella phage vB_KpnS-KLPN2	Drexlerviridae	#86048D
MZ821031	Microviridae sp.	Microviridae	#CAA62B
CAKLQH020000015	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000019	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000038	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000047	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000048	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000049	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000051	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000053	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000058	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000060	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000063	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000022	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000023	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000027	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000037	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
OK632026	Elizabethkingia phage TCUEAP3	Unclassified	#D3D3D3
OK632025	Elizabethkingia phage TCUEAP2	Unclassified	#D3D3D3
OX090893	Escherichia phage vB_Eco_PATM	Unclassified	#D3D3D3
OX090892	Escherichia phage vB_Eco_Titus	Autographiviridae	#26AD98
CAKLQC020000001	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQD020000001	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQA020000001	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQA020000002	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQA020000003	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQE020000001	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQB020000001	Acinetobacter phage MD-2021b	Unclassified	#D3D3D3
CAKLQB020000002	Acinetobacter phage MD-2021b	Unclassified	#D3D3D3
CAKLQG020000001	Acinetobacter phage MD-2021b	Unclassified	#D3D3D3
OL502173	Salmonella phage JN-S202001	Demerecviridae	#EABE70
ON721385	Bacteroides phage EMB2	Unclassified	#D3D3D3
ON721384	Bacteroides phage EMB1	Unclassified	#D3D3D3
ON529868	Brevundimonas phage vB_BpoS-Babayka	Autographiviridae	#26AD98
ON529864	Brevundimonas phage vB_BgoS-Fanboy	Unclassified	#D3D3D3
ON529863	Brevundimonas phage vB_BpoS-Polewnik	Unclassified	#D3D3D3
ON529867	Brevundimonas phage vB_BpoS-Strzyga	Unclassified	#D3D3D3
ON529862	Brevundimonas phage vB_BpoS-Poludnitsa	Unclassified	#D3D3D3
ON529861	Luteibacter phage vB_LflM-Pluto	Unclassified	#D3D3D3
ON529860	Brevundimonas phage vB_BpoS-Papperlapapp	Unclassified	#D3D3D3
ON529859	Brevundimonas phage vB_BgoS-BabaJaga	Unclassified	#D3D3D3
ON529857	Brevundimonas phage vB_BpoS-Kikimora	Unclassified	#D3D3D3
ON529856	Brevundimonas phage vB_BpoS-Leszy	Unclassified	#D3D3D3
ON529855	Brevundimonas phage vB_BpoS-Domovoi	Unclassified	#D3D3D3
ON529852	Brevundimonas phage vB_BpoS-Kabachok	Unclassified	#D3D3D3
MZ234052	Escherichia phage vB_EcoM-PM133	Straboviridae	#E82358
MZ234048	Escherichia phage vB_EcoS-UTI89UKE1	Unclassified	#D3D3D3
MZ234015	Escherichia phage vB_EcoP-101114BS3	Unclassified	#D3D3D3
ON642070	Burkholderia phage Carl1	Peduoviridae	#320B0F
OL840290	Staphylococcus phage Rih21	Unclassified	#D3D3D3
OL963731	Citromicrobium phage vB_CbaS-RXM	Unclassified	#D3D3D3
MH494197	Escherichia phage CMSTMSU	Unclassified	#D3D3D3
OM908436	Escherichia phage TM1	Autographiviridae	#26AD98
ON409570	Salmonella phage pse-D34	Unclassified	#D3D3D3
ON409569	Salmonella phage CTH7	Unclassified	#D3D3D3
ON409568	Salmonella phage nctD30	Unclassified	#D3D3D3
ON337195	Arthrobacter phage Casserole	Unclassified	#D3D3D3
ON375840	Pseudomonas phage vB_PaeM_FBPa24	Unclassified	#D3D3D3
ON375839	Pseudomonas phage vB_PaeM_FBPa14	Unclassified	#D3D3D3
ON375838	Pseudomonas phage vB_PaeM_FBPa50	Unclassified	#D3D3D3
ON550478	Staphylococcus phage Sazerac	Unclassified	#D3D3D3
ON550260	Salmonella phage PSE-D1	Straboviridae	#E82358
ON631220	Pseudomonas phage OMKO1	Unclassified	#D3D3D3
ON571632	Staphylococcus phage Sushi	Unclassified	#D3D3D3
MZ234029	Escherichia phage vB_EcoS-CHD5UKE2	Unclassified	#D3D3D3
MZ234026	Escherichia phage vB_EcoS-CHD2B1	Unclassified	#D3D3D3
ON212267	Enterobacter phage fGh-Ecl04	Straboviridae	#E82358
ON212265	Enterobacter phage fGh-Ecl01	Straboviridae	#E82358
ON529291	Pseudomonas phage Ka2	Unclassified	#D3D3D3
OW991345	Escherichia phage vB_Eco_AL25	Schitoviridae	#CB874E
OX001802	Escherichia phage vB_Eco_TB34	Straboviridae	#E82358
OX016465	Escherichia phage vB_Eco_Tribble	Unclassified	#D3D3D3
OX001577	Escherichia phage vB_Eco_Mak	Autographiviridae	#26AD98
OK574338	Staphylococcus phage vB_SurP-PSU3	Rountreeviridae	#3E1492
MT427400	Escherichia phage phi2013	Drexlerviridae	#86048D
MZ357096	Curtobacterium phage Parvaparticeps	Unclassified	#D3D3D3
MZ333136	Curtobacterium phage Reje	Unclassified	#D3D3D3
MZ333135	Erwinia phage Zoomie	Autographiviridae	#26AD98
MZ333134	Curtobacterium phage Pize	Unclassified	#D3D3D3
MZ333133	Curtobacterium phage Penoan	Unclassified	#D3D3D3
MZ333132	Erwinia phage Snitter	Drexlerviridae	#86048D
MZ333131	Erwinia phage Pecta	Zobellviridae	#4CEBB1
OM141125	Pseudomonas phage PP9W2	Unclassified	#D3D3D3
ON416862	Escherichia phage ASU11	Unclassified	#D3D3D3
ON286973	Escherichia phage A51.2	Unclassified	#D3D3D3
ON286975	Escherichia phage I29	Unclassified	#D3D3D3
ON286976	Enterococcus phage Sw5	Herelleviridae	#EA8B1A
ON286974	Escherichia phage W115	Straboviridae	#E82358
ON286972	Escherichia phage A4	Unclassified	#D3D3D3
ON464763	Fusobacterium phage JD-Fnp6	Unclassified	#D3D3D3
ON637248	Kurthia phage vb_KgiM_P1	Rountreeviridae	#3E1492
ON526985	Streptomyces phage Ejemplo	Unclassified	#D3D3D3
ON526983	Streptomyces phage VieEnRose	Unclassified	#D3D3D3
ON526980	Microbacterium phage DoTi	Unclassified	#D3D3D3
ON526979	Streptomyces phage Asis	Unclassified	#D3D3D3
ON526978	Mycobacterium phage Ruthiejr	Unclassified	#D3D3D3
ON526977	Microbacterium phage Potty	Unclassified	#D3D3D3
ON526976	Mycobacterium phage Whatsapiecost	Unclassified	#D3D3D3
ON526975	Gordonia phage Camerico	Unclassified	#D3D3D3
ON526974	Streptomyces phage GreenWeasel	Unclassified	#D3D3D3
ON526973	Gordonia phage Amore2	Unclassified	#D3D3D3
ON526970	Streptomyces phage BroPlease	Unclassified	#D3D3D3
OM236513	Bacillus phage SP82G	Herelleviridae	#EA8B1A
ON237674	Acinetobacter phage Arbor	Unclassified	#D3D3D3
ON528746	Shigella phage ESh36	Straboviridae	#E82358
ON528744	Shigella phage ESh34	Straboviridae	#E82358
ON528743	Shigella phage ESh33	Straboviridae	#E82358
ON528742	Shigella phage ESh32	Straboviridae	#E82358
ON528741	Shigella phage ESh31	Straboviridae	#E82358
ON528740	Shigella phage ESh30	Straboviridae	#E82358
ON528739	Shigella phage ESh29	Straboviridae	#E82358
ON528738	Shigella phage ESh28	Straboviridae	#E82358
ON528737	Shigella phage ESh27	Straboviridae	#E82358
ON528736	Shigella phage ESh26	Straboviridae	#E82358
ON528735	Shigella phage ESh25	Straboviridae	#E82358
ON528734	Shigella phage ESh24	Straboviridae	#E82358
ON528733	Shigella phage ESh23	Autographiviridae	#26AD98
ON528732	Shigella phage ESh22	Unclassified	#D3D3D3
ON528731	Shigella phage ESh21	Unclassified	#D3D3D3
ON528730	Shigella phage ESh20	Unclassified	#D3D3D3
ON528745	Shigella phage ESH35	Straboviridae	#E82358
ON528729	Shigella phage ESh19	Unclassified	#D3D3D3
ON528728	Shigella phage ESh18	Straboviridae	#E82358
ON528727	Shigella phage ESh17	Straboviridae	#E82358
ON528726	Shigella phage ESh16	Straboviridae	#E82358
ON528725	Shigella phage ESh15	Straboviridae	#E82358
ON528724	Shigella phage ESh12	Autographiviridae	#26AD98
ON528723	Shigella phage ESh10	Autographiviridae	#26AD98
ON528722	Shigella phage ESh9	Autographiviridae	#26AD98
ON528721	Shigella phage ESh8	Autographiviridae	#26AD98
ON528720	Shigella phage ESh7	Autographiviridae	#26AD98
ON528719	Shigella phage ESh6	Autographiviridae	#26AD98
ON528718	Shigella phage ESh4	Drexlerviridae	#86048D
ON528717	Shigella phage ESh3	Autographiviridae	#26AD98
ON528716	Shigella phage ESh2	Autographiviridae	#26AD98
ON528715	Shigella phage ESh1	Autographiviridae	#26AD98
ON184126	Escherichia phage PH4	Ackermannviridae	#99CEE5
ON184125	Escherichia phage PC3	Ackermannviridae	#99CEE5
ON184124	Escherichia phage PC2	Unclassified	#D3D3D3
LC659915	Escherichia phage EscoHU1	Demerecviridae	#EABE70
AB045978	Staphylococcus phage phiSLT	Unclassified	#D3D3D3
AY954956	Staphylococcus phage 3A	Unclassified	#D3D3D3
MZ399596	Carnobacterium phage cd4	Unclassified	#D3D3D3
MZ398136	Carnobacterium phage cd3	Unclassified	#D3D3D3
MZ398135	Carnobacterium phage cd2	Unclassified	#D3D3D3
OL362279	Klebsiella phage 6995	Autographiviridae	#26AD98
OL362278	Klebsiella phage 6993	Autographiviridae	#26AD98
OL362277	Klebsiella phage 6991	Unclassified	#D3D3D3
OL362276	Escherichia phage HC13	Autographiviridae	#26AD98
OL362275	Escherichia phage HC12	Autographiviridae	#26AD98
OL362274	Escherichia phage HC6	Unclassified	#D3D3D3
OL362273	Escherichia phage 6949	Autographiviridae	#26AD98
OL362272	Escherichia phage 6948	Autographiviridae	#26AD98
OL362271	Klebsiella phage 6939	Autographiviridae	#26AD98
OL362270	Klebsiella phage 6937	Autographiviridae	#26AD98
OL362269	Pseudomonas phage 6959	Unclassified	#D3D3D3
OL362268	Pseudomonas phage 6917	Unclassified	#D3D3D3
ON210142	Acinetobacter phage APK127v	Autographiviridae	#26AD98
ON513429	Acinetobacter phage AB_SZ6	Autographiviridae	#26AD98
ON208832	Streptomyces phage Legacy	Unclassified	#D3D3D3
ON208831	Microbacterium phage Luna18	Unclassified	#D3D3D3
ON515458	Klebsiella phage BL02	Straboviridae	#E82358
ON480525	Acinetobacter phage SHI	Unclassified	#D3D3D3
ON391949	Acinetobacter phage YC#06	Unclassified	#D3D3D3
ON454038	Salmonella phage PST-H1	Unclassified	#D3D3D3
ON456151	Listeria phage HB17054	Unclassified	#D3D3D3
ON210145	Escherichia phage EEc4	Autographiviridae	#26AD98
ON210144	Escherichia phage EEc2	Autographiviridae	#26AD98
ON637772	Mycobacterium phage Huphlepuff	Unclassified	#D3D3D3
ON637769	Mycobacterium phage Nicole21	Unclassified	#D3D3D3
ON637768	Mycobacterium phage Jaygup	Unclassified	#D3D3D3
ON637767	Microbacterium phage Kate	Unclassified	#D3D3D3
ON637766	Mycobacterium phage Marmie	Unclassified	#D3D3D3
ON637765	Mycobacterium phage JorRay	Unclassified	#D3D3D3
ON637762	Gordonia phage Francois	Unclassified	#D3D3D3
ON637759	Mycobacterium phage ShaboiShabazz	Unclassified	#D3D3D3
ON210139	Escherichia phage EC128	Straboviridae	#E82358
ON210138	Escherichia phage EC106	Unclassified	#D3D3D3
ON210137	Escherichia phage EC150	Unclassified	#D3D3D3
ON210136	Escherichia phage EC115	Unclassified	#D3D3D3
MN508624	Enterobacter phage EC-F2	Straboviridae	#E82358
MN508623	Enterobacter phage EC-F1	Straboviridae	#E82358
MN508622	Enterobacter phage EC-W2	Straboviridae	#E82358
MN508621	Enterobacter phage EC-W1	Straboviridae	#E82358
MN508616	Escherichia phage ES19	Straboviridae	#E82358
ON540301	Salmonella phage SG102	Unclassified	#D3D3D3
ON540300	Escherichia phage ECOH1	Unclassified	#D3D3D3
ON185584	Escherichia phage EC142	Demerecviridae	#EABE70
ON185581	Escherichia phage EC104	Demerecviridae	#EABE70
ON185582	Escherichia phage EC105	Demerecviridae	#EABE70
ON260830	Gordonia phage WinkNick	Unclassified	#D3D3D3
ON260829	Mycobacterium phage Idergollasper	Unclassified	#D3D3D3
ON260828	Streptomyces phage Quaran19	Stanwilliamsviridae	#D602DB
ON260826	Gordonia phage Banquo	Unclassified	#D3D3D3
ON260825	Microbacterium phage Antuna	Unclassified	#D3D3D3
ON260821	Microbacterium phage Typher	Unclassified	#D3D3D3
ON260819	Streptomyces phage SaltySpitoon	Stanwilliamsviridae	#D602DB
ON260818	Mycobacterium phage Hilltopfarm	Unclassified	#D3D3D3
ON260817	Microbacterium phage Gshelby23	Unclassified	#D3D3D3
ON239128	Salmonella phage OPT-SAL01	Unclassified	#D3D3D3
MN890143	Liberibacter phage pCLasYNJS47	Microviridae	#CAA62B
MN890142	Liberibacter phage pCLasYNJS5	Microviridae	#CAA62B
MN890141	Liberibacter phage pCLasGDXH1	Microviridae	#CAA62B
MN890140	Liberibacter phage pCLasGDQY1	Microviridae	#CAA62B
MN890139	Liberibacter phage pCLasGDDQ7	Microviridae	#CAA62B
MN890138	Liberibacter phage pCLasGDDQ6	Microviridae	#CAA62B
MN890137	Liberibacter phage pCLasGDCZ2	Microviridae	#CAA62B
MN890136	Liberibacter phage pCLasA4	Microviridae	#CAA62B
FJ483839	Escherichia phage BZ13	Fiersviridae	#21C57C
FJ483838	Escherichia phage BZ13	Fiersviridae	#21C57C
FJ483837	Escherichia phage BZ13	Fiersviridae	#21C57C
MW526259	Pseudomonas phage PhL_UNISO_PA-DSM_ph0034	Unclassified	#D3D3D3
ON287375	Serratia phage vB_SmaM-Yubaba	Unclassified	#D3D3D3
ON287370	Serratia phage vB_SmaM-Sureiya	Unclassified	#D3D3D3
MT986025	Gordonia phage GrootJr	Zierdtviridae	#D5465B
ON287374	Serratia phage vB_SmaM-Kashira	Unclassified	#D3D3D3
ON287373	Serratia phage vB_SmaM-Kamaji	Demerecviridae	#EABE70
ON287371	Serratia phage vB_SmaM-Susuwatari	Unclassified	#D3D3D3
ON287369	Serratia phage vB_SmaM-ChuuTotoro	Unclassified	#D3D3D3
ON391668	Escherichia phage SZH-1	Unclassified	#D3D3D3
ON381768	Salmonella phage vB_SenS_SP8	Unclassified	#D3D3D3
ON381767	Curtobacterium phage Ayka	Unclassified	#D3D3D3
ON399185	Klebsiella phage T765	Ackermannviridae	#99CEE5
ON526840	Salmonella phage GRNsp8	Demerecviridae	#EABE70
ON526839	Salmonella phage GRNsp51	Autographiviridae	#26AD98
ON526838	Salmonella phage GRNsp6	Unclassified	#D3D3D3
ON191532	Rhodococcus phage Mbo4	Unclassified	#D3D3D3
ON191531	Rhodococcus phage Mbo2	Unclassified	#D3D3D3
ON376263	Pseudomonas phage vB_PaeP_PaCe	Unclassified	#D3D3D3
ON323462	Klebsiella phage T751	Ackermannviridae	#99CEE5
ON352054	Enterococcus phage N13	Rountreeviridae	#3E1492
ON229909	Escherichia phage vB_EcoM_CE1	Straboviridae	#E82358
MW574966	phage 023Pt_psg01	Unclassified	#D3D3D3
ON146294	Stenotrophomonas phage B2	Unclassified	#D3D3D3
ON185585	Escherichia phage EC148	Demerecviridae	#EABE70
ON185583	Escherichia phage EC122	Demerecviridae	#EABE70
ON185589	Escherichia phage EC147	Drexlerviridae	#86048D
ON185587	Escherichia phage EC167	Drexlerviridae	#86048D
ON185586	Escherichia phage EC125	Drexlerviridae	#86048D
ON185588	Escherichia phage EC195	Drexlerviridae	#86048D
ON185580	Escherichia phage EC120	Autographiviridae	#26AD98
ON392165	Streptomyces phage Eastland	Unclassified	#D3D3D3
ON392166	Arthrobacter phage Cole	Unclassified	#D3D3D3
ON392164	Streptomyces phage AxeJC	Unclassified	#D3D3D3
ON392163	Microbacterium phage Endor	Unclassified	#D3D3D3
ON392162	Mycobacterium phage PinkYoshi	Unclassified	#D3D3D3
ON392160	Mycobacterium phage CassieYates	Unclassified	#D3D3D3
MW805364	Octadecabacter Antarctic DB virus 2	Unclassified	#D3D3D3
MW805363	Octadecabacter Antarctic BD virus 1	Unclassified	#D3D3D3
MW805362	Paraglaciecola Antarctic JLT virus 2	Unclassified	#D3D3D3
MW805361	Paraglaciecola Antarctic GD virus 1	Unclassified	#D3D3D3
OK040788	Microbacterium phage Cybele	Unclassified	#D3D3D3
OK216879	Gordonia phage AnarQue	Unclassified	#D3D3D3
MZ681520	Mycobacterium phage Weher20	Unclassified	#D3D3D3
MZ681513	Microbacterium phage TinyMiny	Unclassified	#D3D3D3
MZ622172	Mycobacterium phage Giraffe	Unclassified	#D3D3D3
MZ648041	Mycobacterium phage DaddyDaniels	Unclassified	#D3D3D3
MZ648038	Mycobacterium phage Tomlarah	Unclassified	#D3D3D3
MZ171377	Mycobacterium phage Jolene	Unclassified	#D3D3D3
MZ171372	Gordonia phage Madi	Unclassified	#D3D3D3
MZ171371	Gordonia phage Sahara	Unclassified	#D3D3D3
MZ171370	Gordonia phage Roney	Unclassified	#D3D3D3
MZ388556	Gordonia phage Nithya	Unclassified	#D3D3D3
MZ274309	Arthrobacter phage CastorTray	Unclassified	#D3D3D3
MZ274308	Arthrobacter phage Popper	Unclassified	#D3D3D3
MZ005683	Gordonia phage Runhaar	Unclassified	#D3D3D3
MZ005675	Gordonia phage AlainaMarie	Unclassified	#D3D3D3
MZ005671	Gordonia phage DumpTruck	Unclassified	#D3D3D3
MZ209303	Arthrobacter phage DevitoJr	Unclassified	#D3D3D3
MZ209301	Gordonia phage Figliar	Unclassified	#D3D3D3
MZ322028	Gordonia phage Posh	Unclassified	#D3D3D3
MZ150791	Gordonia phage YungMoney	Unclassified	#D3D3D3
MZ150784	Arthrobacter phage Zaheer	Unclassified	#D3D3D3
MW862987	Gordonia phage Aflac	Unclassified	#D3D3D3
MW862986	Gordonia phage Phishy	Unclassified	#D3D3D3
MW712736	Streptomyces phage TaidaOne	Unclassified	#D3D3D3
MW822144	Streptomyces phage KimJongPhill	Unclassified	#D3D3D3
MW534375	Gordonia phage ODay	Unclassified	#D3D3D3
MW507136	Streptomyces phage Cross	Stanwilliamsviridae	#D602DB
MW365951	Streptomyces phage Hippo	Unclassified	#D3D3D3
MW365950	Microbacterium phage Phabia	Unclassified	#D3D3D3
MW365949	Microbacterium phage Namago	Unclassified	#D3D3D3
MW365946	Microbacterium phage Rudy	Unclassified	#D3D3D3
MW055913	Arthrobacter phage Wollypog	Unclassified	#D3D3D3
MW055912	Arthrobacter phage Truckee	Unclassified	#D3D3D3
MW055905	Streptomyces phage Indigenous	Unclassified	#D3D3D3
MW055903	Microbacterium phage DannyDe	Unclassified	#D3D3D3
MW291025	Microbacterium phage Haunter	Unclassified	#D3D3D3
MT889385	Mycobacterium phage Thoth	Unclassified	#D3D3D3
MT818420	Microbacterium phage Gilda	Unclassified	#D3D3D3
MT771348	Gordonia phage BiteSize	Unclassified	#D3D3D3
MT771347	Arthrobacter phage Paella	Unclassified	#D3D3D3
MT771345	Gordonia phage Sienna	Unclassified	#D3D3D3
MT771342	Gordonia phage Matteo	Unclassified	#D3D3D3
MT897905	Streptomyces phage MulchMansion	Stanwilliamsviridae	#D602DB
MT684600	Streptomyces phage TieDye	Unclassified	#D3D3D3
MT684592	Microbacterium phage Aesir	Unclassified	#D3D3D3
MT684591	Microbacterium phage Chivey	Unclassified	#D3D3D3
MT684590	Streptomyces phage LilMartin	Stanwilliamsviridae	#D602DB
MT684589	Streptomyces phage Maya	Unclassified	#D3D3D3
MT657340	Streptomyces phage Thiqqums	Unclassified	#D3D3D3
MT776806	Mycobacterium phage MrMiyagi	Unclassified	#D3D3D3
