locus_tag	ftype	length_bp	gene	EC_number	COG	product
LC680884_00113	CDS	1215				unannotated protein
LC680884_00114	CDS	606				unannotated protein
LC680884_00115	CDS	714				unannotated protein
LC680884_00116	CDS	189				unannotated protein
LC680884_00117	CDS	972				unannotated protein
LC680884_00118	CDS	1596				unannotated protein
LC680884_00119	CDS	642				unannotated protein
LC680884_00120	CDS	459				unannotated protein
LC680884_00121	CDS	273				unannotated protein
LC680884_00122	CDS	561				unannotated protein
LC680884_00123	CDS	198				unannotated protein
LC680884_00124	CDS	693				unannotated protein
LC680884_00125	CDS	297				unannotated protein
LC680884_00126	CDS	711				unannotated protein
LC680884_00127	CDS	327				unannotated protein
LC680884_00128	CDS	345				unannotated protein
LC680884_00129	CDS	396				unannotated protein
LC680884_00130	CDS	219				unannotated protein
LC680884_00131	CDS	1491				unannotated protein
LC680884_00132	CDS	255				unannotated protein
LC680884_00133	CDS	297				unannotated protein
LC680884_00134	CDS	246				unannotated protein
LC680884_00135	CDS	138				unannotated protein
LC680884_00136	CDS	804				unannotated protein
LC680884_00137	CDS	537				unannotated protein
LC680884_00138	CDS	147				unannotated protein
LC680884_00139	CDS	204				unannotated protein
LC680884_00140	CDS	807				unannotated protein
LC680884_00141	CDS	2046				unannotated protein
LC680884_00142	CDS	282				unannotated protein
LC680884_00143	CDS	237				unannotated protein
LC680884_00144	CDS	165				unannotated protein
LC680884_00145	CDS	528				unannotated protein
LC680884_00146	CDS	408				unannotated protein
LC680884_00147	CDS	186				unannotated protein
LC680884_00148	CDS	1998				unannotated protein
LC680884_00149	CDS	453				unannotated protein
LC680884_00150	CDS	147				unannotated protein
LC680884_00151	CDS	393				unannotated protein
LC680884_00152	CDS	1266				unannotated protein
LC680884_00153	CDS	258				unannotated protein
LC680884_00154	CDS	459				unannotated protein
LC680884_00155	CDS	333				unannotated protein
LC680884_00156	CDS	1647				unannotated protein
LC680884_00157	CDS	402				unannotated protein
LC680884_00158	CDS	951				unannotated protein
LC680884_00159	CDS	1005				unannotated protein
LC680884_00160	CDS	234				unannotated protein
LC680884_00161	CDS	1032				unannotated protein
LC680884_00162	CDS	954				unannotated protein
LC680884_00163	CDS	1272				unannotated protein
LC680884_00164	CDS	423				unannotated protein
LC680884_00165	CDS	435				unannotated protein
LC680884_00166	CDS	1329				unannotated protein
LC680884_00167	CDS	561				unannotated protein
LC680884_00168	CDS	201				unannotated protein
LC680884_00169	CDS	216				unannotated protein
LC680884_00170	CDS	792				unannotated protein
LC680884_00171	CDS	750				unannotated protein
LC680884_00172	CDS	2250				unannotated protein
LC680884_00173	CDS	627				unannotated protein
LC680884_00174	CDS	210				unannotated protein
LC680884_00175	CDS	693				unannotated protein
LC680884_00176	CDS	351				unannotated protein
LC680884_00177	CDS	624				unannotated protein
LC680884_00178	CDS	1011				unannotated protein
LC680884_00179	CDS	270				unannotated protein
LC680884_00180	CDS	600				unannotated protein
LC680884_00181	CDS	276				unannotated protein
LC680884_00182	CDS	2580				unannotated protein
LC680884_00183	CDS	1044				unannotated protein
LC680884_00184	CDS	687				unannotated protein
LC680884_00185	CDS	693				unannotated protein
LC680884_00186	CDS	702				unannotated protein
LC680884_00187	CDS	342				unannotated protein
LC680884_00188	CDS	1164				unannotated protein
LC680884_00189	CDS	1266				unannotated protein
LC680884_00190	CDS	375				unannotated protein
LC680884_00191	CDS	372				unannotated protein
LC680884_00192	CDS	189				unannotated protein
LC680884_00193	CDS	192				unannotated protein
LC680884_00194	CDS	462				unannotated protein
LC680884_00195	CDS	2103				unannotated protein
LC680884_00196	CDS	219				unannotated protein
LC680884_00197	CDS	447				unannotated protein
LC680884_00198	CDS	903				unannotated protein
LC680884_00199	CDS	906				unannotated protein
LC680884_00200	CDS	516				unannotated protein
LC680884_00201	CDS	411				unannotated protein
LC680884_00202	CDS	450				unannotated protein
LC680884_00203	CDS	1146				unannotated protein
LC680884_00204	CDS	1236				unannotated protein
LC680884_00205	CDS	1233				unannotated protein
LC680884_00206	CDS	171				unannotated protein
LC680884_00207	CDS	447				unannotated protein
LC680884_00208	CDS	1164				unannotated protein
LC680884_00209	CDS	135				unannotated protein
LC680884_00210	CDS	699				unannotated protein
LC680884_00211	CDS	96				unannotated protein
LC680884_00212	CDS	1416				unannotated protein
LC680884_00213	CDS	1218				unannotated protein
LC680884_00214	CDS	795				unannotated protein
LC680884_00215	CDS	363				unannotated protein
LC680884_00216	CDS	798				unannotated protein
LC680884_00217	CDS	2304				unannotated protein
LC680884_00218	CDS	264				unannotated protein
LC680884_00219	CDS	723				unannotated protein
LC680884_00220	CDS	162				unannotated protein
LC680884_00221	CDS	645				unannotated protein
LC680884_00222	CDS	219				unannotated protein
LC680884_00223	CDS	324				unannotated protein
LC680884_00224	CDS	735				unannotated protein
LC680884_00225	CDS	1218				unannotated protein
LC680884_00226	CDS	450				unannotated protein
LC680884_00227	CDS	165				unannotated protein
LC680884_00228	CDS	636				unannotated protein
LC680884_00229	CDS	1956				unannotated protein
LC680884_00230	CDS	573				unannotated protein
LC680884_00231	CDS	2547				unannotated protein
LC680884_00232	CDS	492				unannotated protein
LC680884_00233	CDS	243				unannotated protein
LC680884_00234	CDS	1686				unannotated protein
LC680884_00235	CDS	270				unannotated protein
LC680884_00236	CDS	693				unannotated protein
LC680884_00237	CDS	549				unannotated protein
LC680884_00238	CDS	480				unannotated protein
LC680884_00239	CDS	1113				unannotated protein
LC680884_00240	CDS	204				unannotated protein
LC680884_00241	CDS	708				unannotated protein
LC680884_00242	CDS	195				unannotated protein
LC680884_00243	CDS	561				unannotated protein
LC680884_00244	CDS	333				unannotated protein
LC680884_00245	CDS	750				unannotated protein
LC680884_00246	CDS	618				unannotated protein
LC680884_00247	CDS	396				unannotated protein
LC680884_00248	CDS	402				unannotated protein
LC680884_00249	CDS	441				unannotated protein
LC680884_00250	CDS	186				unannotated protein
LC680884_00251	CDS	378				unannotated protein
LC680884_00252	CDS	933				unannotated protein
LC680884_00253	CDS	2553				unannotated protein
LC680884_00254	CDS	2334				unannotated protein
LC680884_00255	CDS	2832				unannotated protein
LC680884_00256	CDS	588				unannotated protein
LC680884_00257	CDS	1800				unannotated protein
LC680884_00258	CDS	4317				unannotated protein
LC680884_00259	CDS	495				unannotated protein
LC680884_00260	CDS	540				unannotated protein
LC680884_00261	CDS	1215				unannotated protein
LC680884_00262	CDS	1149				unannotated protein
LC680884_00263	CDS	555				unannotated protein
LC680884_00264	CDS	342				unannotated protein
LC680884_00265	CDS	315				unannotated protein
LC680884_00266	CDS	183				unannotated protein
LC680884_00267	CDS	336				unannotated protein
LC680884_00268	CDS	255				unannotated protein
LC680884_00269	CDS	1698				unannotated protein
LC680884_00270	CDS	1206				unannotated protein
LC680884_00271	CDS	666				unannotated protein
LC680884_00272	CDS	2217				unannotated protein
LC680884_00273	CDS	735				unannotated protein
LC680884_00274	CDS	162				unannotated protein
LC680884_00275	CDS	243				unannotated protein
LC680884_00276	CDS	501				unannotated protein
LC680884_00277	CDS	327				unannotated protein
LC680884_00278	CDS	456				unannotated protein
LC680884_00279	CDS	237				unannotated protein
LC680884_00280	CDS	285				unannotated protein
LC680884_00281	CDS	1251				unannotated protein
LC680884_00282	CDS	489				unannotated protein
LC680884_00283	CDS	369				unannotated protein
LC680884_00284	CDS	180				unannotated protein
LC680884_00285	CDS	147				unannotated protein
LC680884_00286	CDS	420				unannotated protein
LC680884_00287	CDS	771				unannotated protein
LC680884_00288	CDS	336				unannotated protein
LC680884_00289	tRNA	76				tRNA-Asn(gtt)
LC680884_00290	CDS	360				unannotated protein
LC680884_00291	CDS	705				unannotated protein
LC680884_00292	CDS	534				unannotated protein
LC680884_00293	CDS	456				unannotated protein
LC680884_00294	CDS	768				unannotated protein
LC680884_00295	CDS	522				unannotated protein
LC680884_00296	CDS	384				unannotated protein
LC680884_00297	CDS	723				unannotated protein
LC680884_00298	CDS	726				unannotated protein
LC680884_00299	CDS	783				unannotated protein
LC680884_00300	CDS	717				unannotated protein
