locus_tag	ftype	length_bp	gene	EC_number	COG	product
KU878088_00176	CDS	153				unannotated protein
KU878088_00177	CDS	465				unannotated protein
KU878088_00178	CDS	414				unannotated protein
KU878088_00179	CDS	534				unannotated protein
KU878088_00180	CDS	129				unannotated protein
KU878088_00181	CDS	495				unannotated protein
KU878088_00182	CDS	309				unannotated protein
KU878088_00183	CDS	174				unannotated protein
KU878088_00184	CDS	153				unannotated protein
KU878088_00185	CDS	807				unannotated protein
KU878088_00186	CDS	225				unannotated protein
KU878088_00187	CDS	309				unannotated protein
KU878088_00188	CDS	369				unannotated protein
KU878088_00189	CDS	195				unannotated protein
KU878088_00190	CDS	516				unannotated protein
KU878088_00191	CDS	144				unannotated protein
KU878088_00192	CDS	1740				unannotated protein
KU878088_00193	CDS	684				unannotated protein
KU878088_00194	CDS	678				unannotated protein
KU878088_00195	CDS	2799				unannotated protein
KU878088_00196	CDS	276				unannotated protein
KU878088_00197	CDS	582				unannotated protein
KU878088_00198	CDS	1962				unannotated protein
KU878088_00199	CDS	378				unannotated protein
KU878088_00200	CDS	1173				unannotated protein
KU878088_00201	CDS	1773				unannotated protein
KU878088_00202	CDS	879				unannotated protein
KU878088_00203	CDS	480				unannotated protein
KU878088_00204	CDS	354				unannotated protein
KU878088_00205	CDS	768				unannotated protein
KU878088_00206	CDS	498				unannotated protein
KU878088_00207	CDS	951				unannotated protein
KU878088_00208	CDS	357				unannotated protein
KU878088_00209	CDS	5778				unannotated protein
KU878088_00210	CDS	1029				unannotated protein
KU878088_00211	CDS	390				unannotated protein
KU878088_00212	CDS	600				unannotated protein
KU878088_00213	CDS	507				unannotated protein
KU878088_00214	CDS	420				unannotated protein
KU878088_00215	CDS	831				unannotated protein
KU878088_00216	CDS	2715				unannotated protein
KU878088_00217	CDS	933				unannotated protein
KU878088_00218	CDS	1263				unannotated protein
KU878088_00219	CDS	1035				unannotated protein
KU878088_00220	CDS	1119				unannotated protein
KU878088_00221	CDS	891				unannotated protein
KU878088_00222	CDS	1191				unannotated protein
KU878088_00223	CDS	183				unannotated protein
KU878088_00224	CDS	1134				unannotated protein
KU878088_00225	CDS	531				unannotated protein
KU878088_00226	CDS	1050				unannotated protein
KU878088_00227	CDS	2097				unannotated protein
KU878088_00228	CDS	420				unannotated protein
KU878088_00229	CDS	1038				unannotated protein
KU878088_00230	CDS	1386				unannotated protein
KU878088_00231	CDS	825				unannotated protein
KU878088_00232	CDS	1689				unannotated protein
KU878088_00233	CDS	333				unannotated protein
KU878088_00234	CDS	117				unannotated protein
KU878088_00235	CDS	1197				unannotated protein
KU878088_00236	CDS	426				unannotated protein
KU878088_00237	CDS	717				unannotated protein
KU878088_00238	CDS	783				unannotated protein
KU878088_00239	CDS	726				unannotated protein
KU878088_00240	CDS	723				unannotated protein
KU878088_00241	CDS	381				unannotated protein
KU878088_00242	CDS	522				unannotated protein
KU878088_00243	CDS	768				unannotated protein
KU878088_00244	CDS	456				unannotated protein
KU878088_00245	CDS	534				unannotated protein
KU878088_00246	CDS	705				unannotated protein
KU878088_00247	CDS	360				unannotated protein
KU878088_00248	tRNA	74				tRNA-Asn(gtt)
KU878088_00249	CDS	336				unannotated protein
KU878088_00250	CDS	771				unannotated protein
KU878088_00251	CDS	420				unannotated protein
KU878088_00252	CDS	180				unannotated protein
KU878088_00253	CDS	369				unannotated protein
KU878088_00254	CDS	489				unannotated protein
KU878088_00255	CDS	1251				unannotated protein
KU878088_00256	CDS	285				unannotated protein
KU878088_00257	CDS	237				unannotated protein
KU878088_00258	CDS	456				unannotated protein
KU878088_00259	CDS	327				unannotated protein
KU878088_00260	CDS	501				unannotated protein
KU878088_00261	CDS	243				unannotated protein
KU878088_00262	CDS	162				unannotated protein
KU878088_00263	CDS	735				unannotated protein
KU878088_00264	CDS	2217				unannotated protein
KU878088_00265	CDS	666				unannotated protein
KU878088_00266	CDS	273				unannotated protein
KU878088_00267	CDS	540				unannotated protein
KU878088_00268	CDS	1206				unannotated protein
KU878088_00269	CDS	1698				unannotated protein
KU878088_00270	CDS	255				unannotated protein
KU878088_00271	CDS	336				unannotated protein
KU878088_00272	CDS	183				unannotated protein
KU878088_00273	CDS	315				unannotated protein
KU878088_00274	CDS	342				unannotated protein
KU878088_00275	CDS	555				unannotated protein
KU878088_00276	CDS	1149				unannotated protein
KU878088_00277	CDS	1215				unannotated protein
KU878088_00278	CDS	540				unannotated protein
KU878088_00279	CDS	495				unannotated protein
KU878088_00280	CDS	4317				unannotated protein
KU878088_00281	CDS	1800				unannotated protein
KU878088_00282	CDS	588				unannotated protein
KU878088_00283	CDS	2832				unannotated protein
KU878088_00284	CDS	2334				unannotated protein
KU878088_00285	CDS	2553				unannotated protein
KU878088_00286	CDS	933				unannotated protein
KU878088_00287	CDS	378				unannotated protein
KU878088_00288	CDS	186				unannotated protein
KU878088_00289	CDS	441				unannotated protein
KU878088_00290	CDS	402				unannotated protein
KU878088_00291	CDS	396				unannotated protein
KU878088_00292	CDS	675				unannotated protein
KU878088_00293	CDS	750				unannotated protein
KU878088_00294	CDS	333				unannotated protein
KU878088_00295	CDS	561				unannotated protein
KU878088_00296	CDS	195				unannotated protein
KU878088_00297	CDS	708				unannotated protein
