locus_tag	ftype	length_bp	gene	EC_number	COG	product
MN091626_00239	CDS	510				unannotated protein
MN091626_00240	CDS	561				unannotated protein
MN091626_00241	CDS	1005				unannotated protein
MN091626_00242	CDS	933				unannotated protein
MN091626_00243	CDS	3159				unannotated protein
MN091626_00244	CDS	1227				unannotated protein
MN091626_00245	CDS	2076				unannotated protein
MN091626_00246	tRNA	73				tRNA-Asn(gtt)
MN091626_00247	CDS	1950				unannotated protein
MN091626_00248	CDS	684				unannotated protein
MN091626_00249	CDS	2073				unannotated protein
MN091626_00250	CDS	615				unannotated protein
MN091626_00251	CDS	555				unannotated protein
MN091626_00252	CDS	180				unannotated protein
MN091626_00253	CDS	492				unannotated protein
MN091626_00254	CDS	768				unannotated protein
MN091626_00255	CDS	135				unannotated protein
MN091626_00256	CDS	561				unannotated protein
MN091626_00257	CDS	732				unannotated protein
MN091626_00258	CDS	402				unannotated protein
MN091626_00259	CDS	1515				unannotated protein
MN091626_00260	CDS	201				unannotated protein
MN091626_00261	CDS	294				unannotated protein
MN091626_00262	CDS	1743				unannotated protein
MN091626_00263	CDS	774				unannotated protein
MN091626_00264	CDS	1734				unannotated protein
MN091626_00265	CDS	1140				unannotated protein
MN091626_00266	CDS	1275				unannotated protein
MN091626_00267	CDS	735				unannotated protein
MN091626_00268	CDS	795				unannotated protein
MN091626_00269	CDS	1032				unannotated protein
MN091626_00270	CDS	1470				unannotated protein
MN091626_00271	CDS	135				unannotated protein
MN091626_00272	CDS	522				unannotated protein
MN091626_00273	CDS	516				unannotated protein
MN091626_00274	CDS	453				unannotated protein
MN091626_00275	CDS	969				unannotated protein
