CP133956.1_716 # 766496 # 766861 # -1 # ID=1_716;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.426	GENOMAD.118407.CP	1.824E-30	117	0
CP133956.1_844 # 915654 # 915992 # 1 # ID=1_844;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.440	GENOMAD.124342.CV	5.718E-06	46	0
CP133956.1_1260 # 1334079 # 1334537 # -1 # ID=1_1260;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.383	GENOMAD.126367.CP	1.813E-04	43	0
CP133956.1_1356 # 1428779 # 1429774 # -1 # ID=1_1356;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.451	GENOMAD.145773.CP	4.032E-06	51	0
CP133956.1_1388 # 1463060 # 1465192 # -1 # ID=1_1388;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.394	GENOMAD.190139.CP	5.438E-05	49	0
CP133956.1_1516 # 1609178 # 1611232 # -1 # ID=1_1516;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.440	GENOMAD.190757.CP	2.382E-42	170	0
CP133956.1_1548 # 1644182 # 1644976 # -1 # ID=1_1548;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.386	GENOMAD.001378.CC	5.965E-45	166	0
CP133956.1_1612 # 1715291 # 1716094 # -1 # ID=1_1612;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.405	GENOMAD.224170.VP	4.032E-04	44	0
CP133956.1_1676 # 1781829 # 1783193 # -1 # ID=1_1676;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.442	GENOMAD.179703.PC	9.944E-04	44	0
CP133956.1_1740 # 1852405 # 1853811 # -1 # ID=1_1740;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.433	GENOMAD.215102.PC	1.467E-13	76	0
CP133956.1_1836 # 1950916 # 1952229 # -1 # ID=1_1836;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.424	GENOMAD.119508.CP	1.063E-12	73	0
CP133956.1_1182 # 1244096 # 1244845 # -1 # ID=1_1182;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.332	GENOMAD.210133.PC	1.671E-04	45	0
CP133956.1_1246 # 1317768 # 1318286 # -1 # ID=1_1246;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.420	GENOMAD.061903.CP	3.692E-37	139	2561
CP133956.1_1726 # 1834529 # 1835332 # -1 # ID=1_1726;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.405	GENOMAD.224170.VP	4.032E-04	44	0
CP133956.1_1790 # 1904760 # 1905059 # 1 # ID=1_1790;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.447	GENOMAD.000105.CC	8.501E-21	88	0
CP133956.1_447 # 488255 # 489259 # 1 # ID=1_447;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.401	GENOMAD.125901.CP	8.062E-11	66	0
CP133956.1_479 # 520477 # 521280 # 1 # ID=1_479;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.405	GENOMAD.224170.VP	4.032E-04	44	0
CP133956.1_1183 # 1245074 # 1245454 # -1 # ID=1_1183;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.270	GENOMAD.125766.CP	8.894E-06	46	0
CP133956.1_1247 # 1319561 # 1319800 # -1 # ID=1_1247;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.375	GENOMAD.138068.VC	4.123E-05	42	0
CP133956.1_1279 # 1350746 # 1353169 # -1 # ID=1_1279;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.439	GENOMAD.026404.VV	4.378E-50	196	2561
CP133956.1_1311 # 1384605 # 1385390 # -1 # ID=1_1311;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.421	GENOMAD.212998.CP	1.006E-05	49	0
CP133956.1_1343 # 1412010 # 1413353 # 1 # ID=1_1343;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.436	GENOMAD.114453.CP	6.866E-65	232	2561
CP133956.1_832 # 896115 # 896792 # 1 # ID=1_832;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.416	GENOMAD.142772.CP	6.994E-21	94	0
CP133956.1_864 # 936555 # 936752 # 1 # ID=1_864;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.439	GENOMAD.073407.CV	4.233E-13	64	0
CP133956.1_896 # 961888 # 962967 # 1 # ID=1_896;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.436	GENOMAD.141036.VV	2.747E-71	247	2561
CP133956.1_1366 # 1439713 # 1440471 # -1 # ID=1_1366;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.430	GENOMAD.013527.CC	3.245E-15	78	0
CP133956.1_1398 # 1476864 # 1479029 # 1 # ID=1_1398;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.428	GENOMAD.145356.CP	3.367E-06	53	0
CP133956.1_1430 # 1508254 # 1515096 # -1 # ID=1_1430;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.375	GENOMAD.024430.VV	1.300E-05	53	5797
CP133956.1_1462 # 1543946 # 1545751 # -1 # ID=1_1462;partial=00;start_type=TTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.456	GENOMAD.121860.CP	2.246E-166	535	2561
CP133956.1_779 # 836631 # 837086 # -1 # ID=1_779;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.436	GENOMAD.218349.CV	2.275E-24	101	0
CP133956.1_843 # 914247 # 915356 # 1 # ID=1_843;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.458	GENOMAD.182050.VC	5.413E-18	89	2561
CP133956.1_907 # 970062 # 970289 # 1 # ID=1_907;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.452	GENOMAD.072347.VV	9.695E-17	75	2561
CP133956.1_939 # 995131 # 995706 # 1 # ID=1_939;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.349	GENOMAD.026944.VV	8.220E-05	45	10367
CP133956.1_1035 # 1093675 # 1094478 # -1 # ID=1_1035;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.405	GENOMAD.224170.VP	4.032E-04	44	0
CP133956.1_1067 # 1122191 # 1123582 # 1 # ID=1_1067;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.438	GENOMAD.130657.CP	3.986E-85	292	0
CP133956.1_1459 # 1539972 # 1541255 # -1 # ID=1_1459;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.411	GENOMAD.116888.CP	6.596E-21	99	0
CP133956.1_1523 # 1617225 # 1618433 # 1 # ID=1_1523;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.409	GENOMAD.132409.CP	1.120E-09	63	0
CP133956.1_1555 # 1650703 # 1651785 # -1 # ID=1_1555;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.437	GENOMAD.104691.CP	1.149E-194	604	0
CP133956.1_1685 # 1789490 # 1789924 # -1 # ID=1_1685;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.386	GENOMAD.179175.PC	1.462E-05	46	0
CP133956.1_1749 # 1858239 # 1859315 # -1 # ID=1_1749;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.448	GENOMAD.124338.CP	4.712E-18	89	0
CP133956.1_1877 # 1994349 # 1995341 # 1 # ID=1_1877;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.452	GENOMAD.195793.CP	2.784E-41	158	0
CP133956.1_1909 # 2033827 # 2034543 # -1 # ID=1_1909;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.484	GENOMAD.161709.CV	3.126E-04	44	0
CP133956.1_1941 # 2064713 # 2065579 # -1 # ID=1_1941;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.400	GENOMAD.224170.VP	4.694E-04	44	0
CP133956.1_1973 # 2090395 # 2092593 # -1 # ID=1_1973;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.417	GENOMAD.016501.VV	4.152E-14	79	2561
CP133956.1_310 # 341479 # 342978 # 1 # ID=1_310;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.388	GENOMAD.121868.CP	1.656E-05	50	0
CP133956.1_342 # 385203 # 386111 # 1 # ID=1_342;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.447	GENOMAD.197297.VC	1.220E-04	46	0
CP133956.1_406 # 442916 # 443173 # 1 # ID=1_406;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.411	GENOMAD.191196.PC	1.176E-04	41	0
CP133956.1_438 # 477261 # 478871 # 1 # ID=1_438;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.453	GENOMAD.090871.CV	5.367E-95	324	2561
CP133956.1_470 # 513400 # 514758 # -1 # ID=1_470;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.385	GENOMAD.168013.PC	3.486E-81	280	0
CP133956.1_566 # 608842 # 609318 # 1 # ID=1_566;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.432	GENOMAD.209814.CP	2.062E-04	43	0
CP133956.1_1965 # 2085077 # 2085751 # -1 # ID=1_1965;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.409	GENOMAD.181310.PC	8.133E-15	76	0
CP133956.1_1997 # 2118498 # 2119238 # -1 # ID=1_1997;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.374	GENOMAD.161674.CP	4.717E-26	110	0
CP133956.1_2029 # 2149191 # 2149802 # -1 # ID=1_2029;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.435	GENOMAD.079740.CV	7.521E-22	96	2561
CP133956.1_78 # 82202 # 83140 # 1 # ID=1_78;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.382	GENOMAD.000031.CC	7.207E-96	316	0
CP133956.1_110 # 128014 # 129909 # 1 # ID=1_110;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.437	GENOMAD.053052.VV	1.187E-34	145	0
CP133956.1_142 # 160383 # 161372 # 1 # ID=1_142;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.504	GENOMAD.089557.VV	2.183E-13	74	2561
CP133956.1_1266 # 1338763 # 1339380 # 1 # ID=1_1266;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.429	GENOMAD.183914.VC	7.104E-24	102	2561
CP133956.1_1554 # 1649512 # 1650702 # -1 # ID=1_1554;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.448	GENOMAD.012715.CC	6.315E-49	183	0
CP133956.1_179 # 187829 # 189361 # 1 # ID=1_179;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.372	GENOMAD.003239.VV	8.961E-182	575	2561
CP133956.1_211 # 216716 # 217144 # 1 # ID=1_211;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.443	GENOMAD.209333.CV	2.618E-08	54	0
CP133956.1_403 # 437899 # 438543 # 1 # ID=1_403;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.445	GENOMAD.031103.VV	1.217E-18	87	2561
CP133956.1_435 # 473855 # 475009 # 1 # ID=1_435;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;genetic_code=11;gc_cont=0.441	GENOMAD.102311.CP	5.850E-30	126	0
CP133956.1_1551 # 1645910 # 1646584 # -1 # ID=1_1551;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.372	GENOMAD.113319.CP	2.718E-36	139	0
CP133956.1_1615 # 1718950 # 1720209 # 1 # ID=1_1615;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.426	GENOMAD.209849.VC	1.464E-15	82	0
CP133956.1_1807 # 1921264 # 1922610 # -1 # ID=1_1807;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.432	GENOMAD.120657.CP	4.931E-35	143	2561
CP133956.1_1839 # 1953617 # 1955014 # 1 # ID=1_1839;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;genetic_code=11;gc_cont=0.403	GENOMAD.215866.VP	2.509E-04	46	2561
CP133956.1_145 # 165467 # 166684 # -1 # ID=1_145;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.259	GENOMAD.206246.PC	2.839E-71	249	0
CP133956.1_177 # 186115 # 186546 # 1 # ID=1_177;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.414	GENOMAD.026460.VV	4.409E-22	94	2561
CP133956.1_241 # 257561 # 259705 # 1 # ID=1_241;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.466	GENOMAD.056657.CV	1.869E-236	744	2561
CP133956.1_337 # 380472 # 381005 # 1 # ID=1_337;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.455	GENOMAD.011146.CC	1.873E-64	218	0
CP133956.1_401 # 435287 # 435880 # 1 # ID=1_401;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.455	GENOMAD.172060.CP	1.622E-18	86	0
CP133956.1_1971 # 2089180 # 2090115 # -1 # ID=1_1971;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.405	GENOMAD.011488.CC	3.539E-06	51	0
CP133956.1_2035 # 2156426 # 2156890 # -1 # ID=1_2035;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.394	GENOMAD.169490.CP	3.511E-09	57	0
CP133956.1_20 # 28965 # 29735 # 1 # ID=1_20;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.375	GENOMAD.001122.CC	1.699E-36	141	0
CP133956.1_52 # 69072 # 69698 # 1 # ID=1_52;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.410	GENOMAD.057410.CP	8.617E-34	131	0
CP133956.1_116 # 135665 # 136126 # 1 # ID=1_116;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.416	GENOMAD.002812.CC	4.186E-27	109	0
CP133956.1_148 # 167790 # 168593 # 1 # ID=1_148;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.405	GENOMAD.224170.VP	4.032E-04	44	0
CP133956.1_180 # 189327 # 190769 # 1 # ID=1_180;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.358	GENOMAD.032478.VV	3.839E-34	141	2561
CP133956.1_1650 # 1755164 # 1755514 # -1 # ID=1_1650;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.396	GENOMAD.097225.CV	3.596E-29	113	2561
CP133956.1_1682 # 1787053 # 1788039 # -1 # ID=1_1682;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.457	GENOMAD.130300.CP	5.345E-15	79	2561
CP133956.1_1714 # 1819285 # 1819965 # -1 # ID=1_1714;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.461	GENOMAD.002346.CC	1.633E-19	90	0
CP133956.1_1746 # 1855515 # 1856072 # -1 # ID=1_1746;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.432	GENOMAD.105354.CP	4.801E-40	148	0
CP133956.1_1874 # 1991323 # 1993191 # 1 # ID=1_1874;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.444	GENOMAD.198165.CP	5.561E-06	52	0
CP133956.1_787 # 847687 # 848709 # 1 # ID=1_787;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.436	GENOMAD.129056.CP	4.254E-06	51	0
CP133956.1_819 # 880509 # 882482 # 1 # ID=1_819;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.433	GENOMAD.217982.PC	4.970E-45	178	0
CP133956.1_915 # 973924 # 974391 # 1 # ID=1_915;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.363	GENOMAD.170681.VP	3.761E-63	213	2561
CP133956.1_1519 # 1613187 # 1613708 # -1 # ID=1_1519;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.443	GENOMAD.135920.CV	3.468E-29	116	2561
CP133956.1_112 # 131317 # 132087 # -1 # ID=1_112;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.436	GENOMAD.095944.CV	4.602E-06	50	0
CP133956.1_176 # 185588 # 186004 # 1 # ID=1_176;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.360	GENOMAD.145374.VP	8.637E-71	234	2561
CP133956.1_272 # 290274 # 291155 # 1 # ID=1_272;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.458	GENOMAD.129056.CP	5.268E-11	66	0
CP133956.1_336 # 379291 # 380184 # 1 # ID=1_336;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.440	GENOMAD.119278.CP	8.753E-23	102	0
