locus_tag	ftype	length_bp	gene	EC_number	COG	product
MZ422438_00098	CDS	810				unannotated protein
MZ422438_00099	CDS	1698				unannotated protein
MZ422438_00100	CDS	633				unannotated protein
MZ422438_00101	CDS	387				unannotated protein
MZ422438_00102	CDS	699				unannotated protein
MZ422438_00103	CDS	846				unannotated protein
MZ422438_00104	CDS	4311				unannotated protein
MZ422438_00105	CDS	1263				unannotated protein
MZ422438_00106	CDS	726				unannotated protein
MZ422438_00107	CDS	483				unannotated protein
MZ422438_00108	CDS	2862				unannotated protein
MZ422438_00109	CDS	201				unannotated protein
MZ422438_00110	CDS	1935				unannotated protein
MZ422438_00111	CDS	957				unannotated protein
MZ422438_00112	CDS	1842				unannotated protein
MZ422438_00113	CDS	456				unannotated protein
MZ422438_00114	CDS	117				unannotated protein
MZ422438_00115	CDS	930				unannotated protein
MZ422438_00116	CDS	621				unannotated protein
MZ422438_00117	CDS	717				unannotated protein
MZ422438_00118	CDS	1470				unannotated protein
MZ422438_00119	CDS	399				unannotated protein
MZ422438_00120	CDS	1971				unannotated protein
MZ422438_00121	CDS	324				unannotated protein
MZ422438_00122	CDS	1110				unannotated protein
MZ422438_00123	CDS	906				unannotated protein
MZ422438_00124	CDS	711				unannotated protein
MZ422438_00125	CDS	1074				unannotated protein
MZ422438_00126	CDS	234				unannotated protein
MZ422438_00127	CDS	2037				unannotated protein
MZ422438_00128	CDS	1212				unannotated protein
MZ422438_00129	CDS	693				unannotated protein
MZ422438_00130	CDS	387				unannotated protein
MZ422438_00131	CDS	582				unannotated protein
MZ422438_00132	CDS	405				unannotated protein
MZ422438_00133	CDS	462				unannotated protein
MZ422438_00134	CDS	702				unannotated protein
MZ422438_00135	CDS	837				unannotated protein
MZ422438_00136	CDS	891				unannotated protein
MZ422438_00137	CDS	633				unannotated protein
MZ422438_00138	CDS	681				unannotated protein
MZ422438_00139	CDS	561				unannotated protein
MZ422438_00140	CDS	1587				unannotated protein
MZ422438_00141	CDS	963				unannotated protein
MZ422438_00142	CDS	678				unannotated protein
MZ422438_00143	CDS	789				unannotated protein
MZ422438_00144	CDS	1173				unannotated protein
MZ422438_00145	CDS	774				unannotated protein
MZ422438_00146	CDS	753				unannotated protein
MZ422438_00147	CDS	3030				unannotated protein
MZ422438_00148	CDS	801				unannotated protein
MZ422438_00149	tRNA	82				tRNA-Tyr(gta)
MZ422438_00150	tRNA	89				tRNA-Ser(tga)
MZ422438_00151	tRNA	73				tRNA-Asn(gtt)
MZ422438_00152	tRNA	74				tRNA-Met(cat)
MZ422438_00153	CDS	816				unannotated protein
MZ422438_00154	CDS	579				unannotated protein
MZ422438_00155	CDS	2202				unannotated protein
MZ422438_00156	CDS	2337				unannotated protein
MZ422438_00157	CDS	981				unannotated protein
MZ422438_00158	CDS	732				unannotated protein
MZ422438_00159	CDS	1797				unannotated protein
MZ422438_00160	CDS	1014				unannotated protein
MZ422438_00161	CDS	189				unannotated protein
MZ422438_00162	CDS	1011				unannotated protein
MZ422438_00163	CDS	717				unannotated protein
MZ422438_00164	CDS	888				unannotated protein
MZ422438_00165	CDS	2763				unannotated protein
MZ422438_00166	CDS	606				unannotated protein
MZ422438_00167	CDS	756				unannotated protein
MZ422438_00168	CDS	738				unannotated protein
MZ422438_00169	CDS	810				unannotated protein
MZ422438_00170	CDS	1512				unannotated protein
MZ422438_00171	CDS	669				unannotated protein
MZ422438_00172	CDS	339				unannotated protein
MZ422438_00173	CDS	1314				unannotated protein
MZ422438_00174	CDS	288				unannotated protein
MZ422438_00175	CDS	1557				unannotated protein
MZ422438_00176	CDS	294				unannotated protein
MZ422438_00177	CDS	330				unannotated protein
MZ422438_00178	CDS	1179				unannotated protein
MZ422438_00179	CDS	768				unannotated protein
MZ422438_00180	CDS	345				unannotated protein
MZ422438_00181	CDS	315				unannotated protein
MZ422438_00182	CDS	1764				unannotated protein
MZ422438_00183	CDS	1272				unannotated protein
MZ422438_00184	CDS	582				unannotated protein
MZ422438_00185	CDS	354				unannotated protein
MZ422438_00186	CDS	1749				unannotated protein
MZ422438_00187	CDS	297				unannotated protein
MZ422438_00188	CDS	282				unannotated protein
MZ422438_00189	CDS	228				unannotated protein
MZ422438_00190	CDS	276				unannotated protein
MZ422438_00191	CDS	378				unannotated protein
MZ422438_00192	CDS	2322				unannotated protein
MZ422438_00193	CDS	2430				unannotated protein
MZ422438_00194	CDS	420				unannotated protein
MZ422438_00195	CDS	606				unannotated protein
MZ422438_00196	CDS	1161				unannotated protein
MZ422438_00197	CDS	135				unannotated protein
MZ422438_00198	CDS	792				unannotated protein
MZ422438_00199	CDS	714				unannotated protein
MZ422438_00200	CDS	282				unannotated protein
MZ422438_00201	CDS	381				unannotated protein
MZ422438_00202	CDS	1446				unannotated protein
MZ422438_00203	CDS	1365				unannotated protein
MZ422438_00204	CDS	1986				unannotated protein
MZ422438_00205	CDS	1530				unannotated protein
MZ422438_00206	CDS	531				unannotated protein
MZ422438_00207	CDS	219				unannotated protein
MZ422438_00208	CDS	2562				unannotated protein
MZ422438_00209	CDS	1185				unannotated protein
MZ422438_00210	CDS	1419				unannotated protein
MZ422438_00211	CDS	657				unannotated protein
MZ422438_00212	CDS	1146				unannotated protein
MZ422438_00213	CDS	729				unannotated protein
MZ422438_00214	CDS	3297				unannotated protein
MZ422438_00215	CDS	3375				unannotated protein
MZ422438_00216	CDS	924				unannotated protein
MZ422438_00217	CDS	519				unannotated protein
MZ422438_00218	CDS	1125				unannotated protein
MZ422438_00219	CDS	1773				unannotated protein
MZ422438_00220	CDS	831				unannotated protein
MZ422438_00221	CDS	2940				unannotated protein
MZ422438_00222	CDS	813				unannotated protein
MZ422438_00223	CDS	189				unannotated protein
MZ422438_00224	CDS	1251				unannotated protein
MZ422438_00225	CDS	1188				unannotated protein
MZ422438_00226	CDS	1233				unannotated protein
MZ422438_00227	CDS	1149				unannotated protein
MZ422438_00228	CDS	396				unannotated protein
MZ422438_00229	CDS	1149				unannotated protein
MZ422438_00230	CDS	522				unannotated protein
MZ422438_00231	CDS	1737				unannotated protein
MZ422438_00232	CDS	969				unannotated protein
MZ422438_00233	CDS	630				unannotated protein
